morpheme phrase	count
はめる の/名詞	1
出る とこ/名詞	2
つぶれる し/助詞	1
消える やん/助動詞	1
いただける と/助詞	1
倒れる ぐらい/助詞	2
る 最中/名詞	4
る ころ/名詞	1
おる ほう/名詞	1
る メタル/名詞	1
埋もれる から/助詞	1
来る 時/名詞	3
やる 音楽/名詞	1
疲れる けど/助詞	2
寝る やん/助動詞	1
かかる やろ/助動詞	8
聞こえる だけ/助詞	1
てる でも/接続詞	1
やる とき/名詞	4
のせる やつ/名詞	1
使える から/助詞	1
る 写真/名詞	2
借りる から/助詞	1
はる OB/名詞	1
登れる レベル/名詞	1
上がれる ./記号	1
上がれる あれ/名詞	1
染める ねん/助詞	1
回る ねん/助詞	5
つける ねん/助詞	2
帰る いう/動詞	2
通る わ/助詞	1
入る に/助詞	1
あげる な/助詞	1
決まる かも/助詞	1
おる ん/助詞	4
振る ./記号	2
見る よ/助詞	2
通る 時/名詞	2
通る とき/名詞	1
る 持っ/動詞	2
喋れる の/助詞	1
取れる らしい/助動詞	1
負ける の/名詞	1
飲める ん/名詞	1
ある ネギ/名詞	1
煮る ./記号	1
出来る シリーズ/名詞	1
引っ張る やつ/名詞	1
貯める けど/助詞	1
無くなる から/助詞	1
対する ./記号	2
ある 相手/名詞	1
あわせる って/助詞	1
送る み/動詞	1
なる タイプ/名詞	1
こらえる の/名詞	1
ばれる わ/助詞	1
ふざける から/助詞	1
る 絵/名詞	1
払いのける 感じ/名詞	1
払える ん/名詞	1
泊まる 部屋/名詞	1
なる らしく/助動詞	1
嫌がる 割/名詞	1
出る 気配/名詞	1
会える し/助詞	1
頑張れる ./記号	2
上がる みたい/名詞	1
見える の/名詞	4
張り合える で/助詞	1
やる 前/名詞	2
キレる から/助詞	2
キレる か/助詞	1
描ける し/助詞	1
たける イケメン/名詞	1
る 自信/名詞	1
る 似/動詞	2
踊る ほう/名詞	1
受かる やろ/助動詞	1
受かる で/助詞	1
あげる よ/助詞	4
する 手前/名詞	1
できる 学部/名詞	1
溢れる みたい/名詞	1
止まる って/助詞	2
入れる やん/助動詞	3
くる 親/名詞	1
なれる わ/助詞	2
る や/助詞	1
出れる よう/名詞	2
会える やん/助動詞	2
見れる だけ/助詞	1
喋れる かも/助詞	1
ある 商店/名詞	1
見る より/助詞	2
ある ちゃう/動詞	1
あげる とこ/名詞	1
負ける で/助詞	1
嫌われる で/助詞	1
つくる 場合/名詞	1
出れる 感じ/名詞	1
なれる って/助詞	2
ある 水族館/名詞	1
あげる と/助詞	2
作れる し/助詞	1
くれる 感じ/名詞	1
やる のん/助詞	1
始まる し/助詞	4
まわせる やん/助動詞	1
まとめる の/名詞	1
思い出せる の/名詞	2
考える なら/助動詞	1
変わる わけ/名詞	3
る さ/助詞	2
移る から/助詞	1
あたる ねん/助詞	1
感じる ん/名詞	4
る 優越/名詞	1
浸る とこ/名詞	1
移る ./記号	6
困る タイプ/名詞	1
いける やろ/助動詞	2
る ビジョン/名詞	1
減る な/助詞	1
盛り上がる から/助詞	1
絡める けど/助詞	1
集まる から/助詞	2
集まる わけ/名詞	1
る 通り/名詞	2
合わせる 気/名詞	1
いる 時間/名詞	2
れる ほど/助詞	1
鍛える ./記号	1
やる 演奏/名詞	1
教えれる ね/名詞	1
する 場所/名詞	3
震える とか/助詞	1
震える なんて/助詞	1
振る し/助詞	1
る 切れよ/動詞	1
する っと/助詞	1
流れる の/名詞	1
流れる けど/助詞	1
る 町中/名詞	1
喋れる 人/名詞	4
食べる やつ/名詞	1
食べれる やつ/名詞	1
忘れる ./記号	5
過ぎる の/助詞	1
見せる ため/名詞	2
いける 子/名詞	1
落ちる やつ/名詞	2
伸びる し/助詞	2
出る 人/名詞	4
くる 声/名詞	1
撮る から/助詞	1
歩ける 距離/名詞	1
作れる か/助詞	2
かける の/名詞	1
かかる か/助詞	4
集まる こと/名詞	3
移せる よう/名詞	1
踊れる ん/名詞	1
食べれる もの/名詞	2
あげる とか/助詞	3
食べる なら/接続詞	2
割る って/助詞	1
移る ん/助詞	1
てる のん/助詞	4
移る よ/助詞	3
片付ける こと/名詞	1
片付ける って/助詞	1
移る もん/助詞	1
絞める みたい/名詞	1
観る とか/助詞	1
分かる こと/名詞	2
わかる こと/名詞	1
なる ところ/名詞	1
観る 習慣/名詞	1
観る ん/名詞	1
登れる ん/名詞	1
乗る ん/助詞	1
帰れる し/助詞	2
来れる から/助詞	2
通る から/助詞	3
帰れる のに/助詞	1
ある CD/名詞	1
慣れる かも/助詞	2
楽しめる 時期/名詞	1
くる 行事/名詞	1
てんぱる 感じ/名詞	1
求める と/助詞	1
できる 話題/名詞	1
集める ため/名詞	1
入る 所/名詞	1
始まる とか/助詞	1
腐る ほど/名詞	1
いじる 時間/名詞	1
いじる 事/名詞	1
寝る の/助詞	2
回せる し/助詞	2
貯める ため/名詞	1
借りる って/助詞	1
上がる 飲み/動詞	1
る ちゃあ/助詞	1
覚える ため/名詞	1
作れる ./記号	4
作れる そう/名詞	1
おる おじ/名詞	1
生まれる でしょ/助動詞	1
作る なんか/助詞	1
なる うんぬん/名詞	1
ある 気/名詞	1
会える 場所/名詞	1
ある 高校/名詞	1
できる 環境/名詞	1
感じる ところ/名詞	1
調べる の/名詞	2
調べる ねん/助詞	2
作る 式/名詞	1
遅れる って/助詞	1
れる 可能/名詞	1
遅れる もん/助詞	1
分かる かい/助詞	3
積もる と/助詞	1
なる だ/助動詞	1
過ごせる ほど/助詞	1
やめる 前/名詞	1
通る 可能/名詞	2
ある も/助詞	1
遊べる もん/助詞	1
教える 内容/名詞	1
分かる 授業/名詞	1
見せる から/助詞	1
残る ん/名詞	3
くる 保護/名詞	1
みる とか/助詞	1
かまえる ほう/名詞	1
作る とき/名詞	2
終わる こと/名詞	2
終われる ん/名詞	1
教える とか/助詞	1
頑張る 時/名詞	1
くれる あったかい/形容詞	1
ある 人間/名詞	2
怒る けども/助詞	2
怒る ばっかり/助詞	1
分かる もの/名詞	1
つながる けども/助詞	1
終われる わけ/名詞	1
怒る やろ/助動詞	2
分かる 人/名詞	3
られる ハート/名詞	1
いる だろ/助動詞	1
できる だろ/助動詞	1
できる 相手/名詞	1
おる 保護/名詞	1
喋れる から/助詞	2
とる 情報/名詞	1
雇える 先生/名詞	1
楽しめる 先生/名詞	1
なる 人体/名詞	1
分かれる わけ/名詞	1
ある 先生/名詞	3
ある 若い/形容詞	1
入る 方/名詞	1
受ける ん/名詞	3
ある 県会/名詞	1
る 店/名詞	1
かぶる わけ/名詞	1
とる ん/助詞	7
しゃべれる ん/名詞	1
来る 男/名詞	1
来れる よう/名詞	1
る 社員/名詞	2
対する 愛着/名詞	1
ある つもり/名詞	1
頑張る と/助詞	2
おる が/助詞	2
すべる やろ/助動詞	1
引っかかる やろ/助動詞	1
話せる こと/名詞	2
おる 頃/名詞	1
来る たび/名詞	1
たる が/助詞	2
関する こと/名詞	1
鳴る わけ/名詞	1
通る だけ/助詞	2
おる 先生/名詞	1
する バイク/名詞	1
乗る 人/名詞	5
作る か/助詞	1
ある 所/名詞	2
許せる 人/名詞	1
くる ほど/助詞	1
務める と/助詞	1
がる 人/名詞	1
いる あっ/動詞	1
出来る 範囲/名詞	1
なる その/連体詞	1
くれる システム/名詞	1
戻る と/助詞	1
入る とか/助詞	1
くる や/助詞	1
終わる 日/名詞	1
ある 字/名詞	1
終わる 時間/名詞	1
出る として/助詞	1
読める ねん/助詞	1
繋がる ねん/助詞	2
メモる ./記号	1
広がる な/助詞	1
会える に/助詞	1
はじまる の/名詞	1
学べる 所/名詞	1
学べる ねん/助詞	1
すぎる 最近/名詞	1
よる でも/接続詞	1
入れる 枠/名詞	1
くくる ん/助詞	1
塗る とか/助詞	1
言える と/助詞	1
いる もん/名詞	2
よる ちゃう/動詞	2
終わる し/助詞	1
落ちる とか/助詞	2
なる やつ/名詞	4
つくる 会社/名詞	1
よる 会社/名詞	1
よる やっ/助動詞	1
こしらえる ん/名詞	1
みる けども/助詞	1
関する ./記号	1
サボる いう/動詞	1
見つかる さかい/助詞	1
できる 場合/名詞	1
かかる ん/助詞	3
られる ん/助詞	1
それる けれども/助詞	1
られる 何/名詞	1
られる もん/助詞	3
通る やん/助動詞	1
入れる の/名詞	2
ぶつける 可能/名詞	1
走れる やろ/助動詞	1
慣れる わ/助詞	1
入れる のに/助詞	2
受ける ところ/名詞	1
出れる みたい/名詞	2
やめる と/助詞	1
得る ./記号	2
かえる と/助詞	1
覚える だけ/助詞	1
覚える ぐらい/助詞	1
つながる ん/名詞	1
言える 人/名詞	2
止まる や/助詞	2
寝る 人/名詞	1
送る もん/助詞	1
座る って/助詞	1
泊まる ん/名詞	3
渡る かも/助詞	1
乗れる って/助詞	1
る っけ/助詞	1
閉まる とこ/名詞	1
続ける なら/接続詞	1
続ける ん/名詞	1
いける もん/名詞	1
止まる けど/助詞	1
かえる って/助詞	1
いける みたい/名詞	2
受けれる ん/名詞	1
る 親族/名詞	1
上げる って/助詞	1
下げる の/名詞	1
下がる から/助詞	1
上がる よ/助詞	2
変わる 可能/名詞	3
る ずっと/副詞	1
怒る こと/名詞	1
つくる って/助詞	1
まとめる な/助詞	1
通じる やろ/助動詞	2
食べる わ/助詞	2
始まる よ/助詞	1
喋れる こと/名詞	3
付ける やん/助動詞	1
する こっち/名詞	1
る 認識/名詞	1
喋る ねん/助詞	5
感じる けど/助詞	3
上がる か/助詞	2
下がる か/助詞	1
下がる やろ/助動詞	1
下がる やん/助動詞	1
下がる って/助詞	1
感じる ね/助詞	3
れる たんび/名詞	1
感じる の/名詞	1
変わる ね/助詞	1
走る と/助詞	1
弾ける 環境/名詞	1
くる 音/名詞	1
する 訳/名詞	3
なる のに/助詞	2
守る もん/名詞	1
取る わけ/名詞	2
もらえる 人/名詞	3
始める と/助詞	1
乗る ./記号	7
いじる より/助詞	1
至る や/助詞	1
減る ん/名詞	2
伸びる ./記号	1
いく+よる やろ/助動詞	1
見る わけ/名詞	3
られる 時/名詞	1
取る みたい/名詞	2
やれる くらい/助詞	1
やる 形/名詞	1
触る 機会/名詞	1
れる 範囲/名詞	1
ある 分/名詞	1
崩れる ん/名詞	1
乗る 機会/名詞	1
ある 種/名詞	1
飽きる って/助詞	1
溜まる やろ/助動詞	1
至る ん/名詞	1
調べる 余地/名詞	1
とる 分/名詞	1
見える こと/名詞	1
走る こと/名詞	3
走る やろ/助動詞	2
変えれる ん/名詞	1
走れる 峠/名詞	1
事故る けど/助詞	2
かける くらい/助詞	1
いじる こと/名詞	2
触る こと/名詞	1
走る わけ/名詞	2
かかる よう/名詞	1
たたける ん/名詞	1
やる ところ/名詞	2
増える ばっかり/助詞	1
する 作業/名詞	1
防げる から/助詞	1
作る とか/助詞	3
する 回数/名詞	1
する チャンス/名詞	1
せる みたい/名詞	1
発する ./記号	1
おさえる やつ/名詞	1
わかる な/助詞	3
入れる ソフト/名詞	1
置ける よう/名詞	2
使える と/助詞	1
見れる よう/名詞	3
とる ばっかり/助詞	1
教えれる スキル/名詞	1
やる に/助詞	6
つける ん/名詞	2
きれる よ/助詞	1
終わる よ/助詞	2
見守る みたい/名詞	1
頑張る から/助詞	1
萌える ./記号	3
当たる やん/助動詞	1
取れる やん/助動詞	1
決める けど/助詞	1
受かる ん/助詞	1
勝てる ん/名詞	2
超える ん/名詞	1
儲かる の/助詞	1
送る ん/助詞	2
下がる ん/助詞	1
入れる やつ/名詞	2
燃える ん/助詞	1
盛り上がる と/助詞	1
取る よ/助詞	1
もげる か/助詞	1
受ける 俺/名詞	1
びびる って/助詞	1
襲われる ねん/助詞	1
逃げる ため/名詞	1
する 敵/名詞	1
する 奴ら/名詞	1
頑張る ため/名詞	1
なる ウイルス/名詞	1
いれる と/助詞	1
つくる よう/名詞	1
やられる みたい/名詞	1
とる くらい/助詞	1
出せる ./記号	1
とる パンフレット/名詞	1
とる 資料/名詞	1
おる つもり/名詞	1
おる 以上/名詞	1
感じとる の/助詞	1
かける もん/名詞	1
上がる で/助詞	1
くれる 先生/名詞	3
られる 系/名詞	1
する 雰囲気/名詞	2
とる もん/名詞	4
訳せる から/助詞	1
あえる 気/名詞	1
考える の/助詞	1
とる 服/名詞	1
着る 機会/名詞	1
しゃべる の/名詞	3
聞き取れる ん/名詞	1
聞こえる の/助詞	1
ある ランチ/名詞	1
がる ./記号	1
する 向こう/名詞	1
言える な/助詞	1
くる 位置/名詞	1
任せる みたい/名詞	1
もらえる とこ/名詞	1
対する 意識/名詞	2
呼べる やつ/名詞	1
つられる から/助詞	1
分かる 時/名詞	1
増える けど/助詞	1
続ける って/助詞	1
渡る のに/助詞	1
泊る とこ/名詞	2
寝る よう/名詞	3
泊まる ところ/名詞	1
まわれる けど/助詞	1
まわれる ./記号	1
終わる ころ/名詞	1
あくる 年/名詞	1
出来る ねん/助詞	5
よける よう/名詞	1
当たる とこ/名詞	1
見る たんび/名詞	1
止まる のに/助詞	1
止まる ところ/名詞	1
取れる よう/名詞	2
走り回る ./記号	1
かかる わけ/名詞	2
乗れる の/名詞	1
る バイク/名詞	1
止まれる よう/名詞	1
通る よ/助詞	1
言い切る ん/名詞	1
追っかける よう/名詞	1
よける のに/助詞	1
降りる とこ/名詞	2
とる かい/助詞	2
作る 設備/名詞	2
こける よう/名詞	1
走り回る わけ/名詞	1
はみ出る から/助詞	1
ある リカ/名詞	1
できる はず/名詞	1
別れる の/名詞	4
別れる って/助詞	1
走り回る とき/名詞	1
泣ける 話/名詞	1
呼ばれる それ/名詞	1
伸びる の/名詞	1
ぶつかる わけ/名詞	2
ある 車/名詞	1
する 先生/名詞	1
とる 痕跡/名詞	1
かかる ところ/名詞	1
登る って/助詞	2
付ける の/助詞	1
上がれる と/助詞	1
数える ほう/名詞	1
とる 中学校/名詞	1
負ける から/助詞	2
とる 子/名詞	9
関する 事/名詞	1
喋る いう/動詞	2
思い出せる かも/助詞	1
集める こと/名詞	1
伝える みたい/名詞	1
得れる 場面/名詞	1
作れる と/助詞	1
伸びる から/助詞	2
とろける 感じ/名詞	2
れる とろける/動詞	1
えらべる やつ/名詞	1
わかる の/名詞	1
食べれる だけ/助詞	1
飲める みたい/名詞	1
触る の/名詞	2
教える とき/名詞	2
作る 観点/名詞	1
る 立場/名詞	1
上げる 企業/名詞	1
やる しか/助詞	3
る 機械/名詞	3
わかる 人/名詞	1
合わせる 段階/名詞	1
合わせる とき/名詞	1
できる おっさん/名詞	1
る 時点/名詞	1
ボケる 前/名詞	2
生きる ほど/助詞	1
かける 部分/名詞	1
ある 仕組み/名詞	1
落ちる やろ/助動詞	1
入れる べき/助動詞	1
慣れる 機会/名詞	1
始まる わけ/名詞	1
愛せる 人/名詞	2
押しつける って/助詞	1
できる 父親/名詞	1
なくなる 人/名詞	1
とれる 店/名詞	1
取れる ところ/名詞	1
させる よう/名詞	3
なる 結婚/名詞	1
なくなる か/助詞	1
働ける よう/名詞	2
就ける よう/名詞	1
通える よう/名詞	1
楽しめる もん/助詞	1
取る ため/名詞	1
いる 子/名詞	2
なる でしょ/助動詞	3
読める から/助詞	1
読める こと/名詞	1
る っちゃ/助詞	5
聞こえる 言葉/名詞	1
ある に/助詞	1
見れる ぐらい/助詞	1
出る まで/助詞	5
やめる わ/助詞	1
せる つもり/名詞	1
入る しか/助詞	1
できる 良さ/名詞	1
あせる から/助詞	1
やる でしょ/助動詞	1
帰れる ん/名詞	1
年取る と/助詞	1
る お客/名詞	1
る 袋/名詞	1
上がる の/名詞	2
ありえる ね/助詞	1
帰れる の/名詞	1
見つける の/名詞	2
行き過ぎる と/助詞	1
思える か/助詞	1
いける ちゃう/感動詞	1
合わせる だけ/助詞	1
要る から/助詞	2
食べれる か/助詞	2
とる じゃ/助動詞	2
する お客/名詞	2
れる すごい/副詞	1
決まる 感じ/名詞	1
せる ため/名詞	1
せる こと/名詞	1
貰える 時/名詞	1
売る と/助詞	2
要る っちゃ/助詞	1
要る ね/助詞	1
下りる と/助詞	1
続ける と/助詞	1
ある 仕事/名詞	2
言える 仕事/名詞	1
割れる の/助詞	1
引っかける みたい/名詞	1
作る 先生/名詞	1
釣る だけ/助詞	1
取る 手ごたえ/名詞	1
取る 魚/名詞	1
ある 牌/名詞	2
出来る で/助詞	1
ぶつける ./記号	1
当てる こと/名詞	1
入る こと/名詞	2
とる 可能/名詞	1
ほる は/助詞	1
捨てる こと/名詞	3
ほる ./記号	1
ほる 言う/動詞	1
掘る いう/動詞	1
掘る 言う/動詞	1
訛る いう/動詞	1
配る とか/助詞	1
れる 素材/名詞	1
感じる ねん/助詞	1
残る やん/助動詞	1
答えれる わけ/名詞	1
引きずる から/助詞	1
無くなる ./記号	1
回る の/名詞	1
行ける と/助詞	3
寄れる し/助詞	2
る 答え/名詞	1
採る って/助詞	1
いてる けど/助詞	2
受けれる ねん/助詞	2
する 壁/名詞	1
入れ替える けど/助詞	1
受ける の/名詞	1
辞める ねん/助詞	3
辞める ん/名詞	4
受ける 気/名詞	4
しゃべる か/助詞	1
る 議員/名詞	1
決まる の/助詞	1
教える ./記号	2
教える 側/名詞	1
る 反面/接続詞	2
する 金額/名詞	1
取る やん/助動詞	1
切り捨てる って/助詞	1
できる のに/助詞	2
帰れる よう/名詞	3
回れる よう/名詞	1
もてる もん/助詞	1
死ねる けど/助詞	1
いてる いう/動詞	1
儲ける いう/動詞	1
貰える の/名詞	1
引き取る こと/名詞	1
困る って/助詞	2
ある とも/助詞	1
取れる わ/助詞	1
くる のん/助詞	1
辞める 言う/動詞	1
ある いう/動詞	3
売る ん/名詞	1
植える 言う/動詞	1
くれる だけ/助詞	4
売れる もん/名詞	1
儲かる まで/助詞	1
建てる なら/助動詞	1
辞める きっかけ/名詞	1
いる うち/名詞	1
る おっきな/連体詞	1
くれる 方/名詞	2
食える わ/助詞	1
できる ぜ/助詞	1
捕る とこ/名詞	1
観れる よう/名詞	1
逃げる ./記号	2
潜る 仕事/名詞	1
わたる 人間/名詞	1
せる の/名詞	1
する っしょ/助動詞	1
のる よー/助詞	1
のる って/助詞	1
おる よー/助詞	2
潜る 潜る/動詞	1
潜る ./記号	1
潜る けど/助詞	1
登る の/名詞	2
寝れる よ/助詞	1
泊まる 用/名詞	2
れる なんて/助詞	1
やる いう/動詞	2
かける よう/名詞	2
する 代わり/名詞	1
する 機械/名詞	1
ある 機械/名詞	1
作る 中/名詞	1
たる わけ/名詞	1
替える 時/名詞	1
つくる いう/動詞	1
かかる 言う/動詞	1
ある 家/名詞	1
はる ほんま/副詞	1
引っかかる か/助詞	1
る 山/名詞	3
あがる ん/名詞	1
取る だけ/助詞	2
とれる から/助詞	1
取れる 山/名詞	1
見る けれども/助詞	1
ある 自動車/名詞	1
ある 墓石/名詞	1
やる 呉服/名詞	1
やる 家電/名詞	1
る 部署/名詞	1
仕入れる と/助詞	1
入る チーム/名詞	1
折る よう/名詞	1
切る よう/名詞	1
ある て/助詞	1
占める とか/助詞	1
ある 鷲尾/名詞	1
する 猟師/名詞	1
する 村/名詞	1
る 三/名詞	1
た＋はる ./記号	2
ある 時代/名詞	2
おる 包囲/名詞	1
る 実/名詞	2
徹する か/助詞	1
する も/助詞	2
食べる 店/名詞	1
れる ため/名詞	1
いてる ゆう/動詞	1
できる 方法/名詞	1
通る か/助詞	1
通る わけ/名詞	1
泳げる よう/名詞	1
弾ける 人/名詞	1
る まあ/副詞	1
作る 才能/名詞	1
る 親方/名詞	1
たてる こと/名詞	1
たべる ん/名詞	1
食べる な/助詞	1
食べる 草/名詞	1
掘る 鉱山/名詞	1
なる ニュース/名詞	1
ある じゃ/感動詞	1
てる でしょ/助動詞	1
乗る やつ/名詞	2
ある っしょ/助動詞	1
通る ぐらい/助詞	1
かかる さかい/助詞	2
る い/動詞	1
泊まる の/助詞	1
ある お寺/名詞	1
る さかい/助詞	2
枯れる もん/助詞	2
よる 時/名詞	2
れる かい/助詞	1
踏める し/助詞	1
観る けど/助詞	1
逃げる ねん/助詞	3
見る 間/名詞	1
焼ける やん/助動詞	1
ある わい/助詞	1
出来る ゆう/動詞	1
降る わけ/名詞	1
かける やつ/名詞	1
削る の/助詞	1
関する 勉強/名詞	1
る かい/助詞	1
図る 機械/名詞	1
関する 理論/名詞	1
さぼる ん/助詞	1
溶ける から/助詞	1
わかる かい/助詞	1
彫る わけ/名詞	1
彫る から/助詞	1
切る けど/助詞	1
る マーケット/名詞	1
でる し/助詞	1
取る とこ/名詞	1
くる 百/名詞	1
はる とこ/名詞	3
ある あれ/名詞	1
捕まえる とこ/名詞	1
捕れる か/助詞	1
捕る ねん/助詞	2
育てる て/助詞	1
育てる ねん/助詞	1
みる 言う/動詞	1
こしらえる わ/助詞	1
る 駄菓子/名詞	1
買える よう/名詞	2
買える わ/助詞	1
固める だけ/助詞	1
れる 仕事/名詞	2
いける ところ/名詞	1
ある 場所/名詞	1
休める とこ/名詞	1
とる 会社/名詞	1
聞こえる やろ/助動詞	1
辞める いう/動詞	1
とる た/助動詞	3
つくる ん/名詞	2
ある コンベア/名詞	1
取り替える いう/動詞	1
開ける とこ/名詞	1
転がる とこ/名詞	1
とる 証拠/名詞	1
いける わけ/名詞	1
壊れる し/助詞	1
汲み上げる らしい/助動詞	1
勝てる 勝てる/動詞	1
勝てる 思い/動詞	1
始まる ぞ/助詞	1
れる くらい/助詞	1
入る 気/名詞	4
勧める もん/名詞	1
諦める ん/名詞	1
受けれる よう/名詞	1
ある かい/助詞	4
受かる か/助詞	2
変わる 人/名詞	1
集める のに/助詞	1
する 役/名詞	2
儲かる わけ/名詞	1
得る やん/助動詞	1
儲ける 人/名詞	1
儲けれる は/助詞	1
いける 気/名詞	1
活かせる 仕事/名詞	1
売る よう/名詞	2
つくる とこ/名詞	1
る 豊岡/名詞	1
る 在日/名詞	1
る 町/名詞	1
笑える わ/助詞	1
かかる で/助詞	2
る 仲人/名詞	1
仕切る 結婚式/名詞	1
挙げる って/助詞	1
挙げる ./記号	2
伝わる ./記号	1
伝える やん/助動詞	1
る 若い/形容詞	1
する 会社/名詞	1
あげる やつ/名詞	1
詰まる し/助詞	2
る 販売/名詞	1
できる 仕事/名詞	1
入る お金/名詞	1
入れる 事/名詞	1
乗れる 車/名詞	1
見つける な/助詞	1
なる たんび/名詞	1
する なら/助動詞	1
来る お客/名詞	1
する 梅田/名詞	1
見える 神戸/名詞	1
抜ける と/助詞	2
通る と/助詞	1
あがる ./記号	1
なくなる こと/名詞	1
行ける ところ/名詞	3
おる 親父/名詞	1
食べる わい/助詞	1
くれる お客/名詞	4
よる やつ/名詞	2
みる が/助詞	1
分かる が/助詞	1
よる 自分/名詞	1
なる お/接頭詞	1
食べる 言う/動詞	1
くれる が/助詞	1
あたる ちゅう/動詞	1
あぶる 必要/名詞	1
いる こっちゃ/名詞	1
要る わけ/名詞	1
掛ける 高/形容詞	1
割る 二/名詞	1
掛ける 直径/名詞	1
掛ける 円周/名詞	2
する 許可/名詞	1
要る か/助詞	1
する けんども/助詞	1
飲める やろ/助動詞	1
食べる 思っ/動詞	1
食べる 一緒/名詞	1
食べる ん/助詞	1
食べれる トロ/名詞	1
溶ける で/助詞	1
溶ける ん/名詞	1
食べる 思/動詞	1
ある が/助詞	2
よる が/助詞	1
取る で/助詞	3
分かる いっぺんに/副詞	1
使える わけ/名詞	2
とる 貰っ/動詞	1
とる 小遣い/名詞	1
調べる で/助詞	1
食べる より/助詞	3
作る 工場/名詞	1
る 播州/名詞	1
喋る よ/助詞	1
喋る よー/助詞	1
する が/助詞	2
行ける よー/助詞	1
る リンプル/名詞	1
喋る ゆう/動詞	1
でる もん/名詞	1
出る こと/名詞	4
入れる で/助詞	1
辞める やん/助動詞	1
努める と/助詞	1
くれる ー/名詞	1
喋れる ん/名詞	1
できる お客/名詞	1
偉ぶる こと/名詞	1
覚める ん/名詞	1
える ん/名詞	1
起きる わ/助詞	1
寝る 用/名詞	1
飛ばせる から/助詞	2
引っ張る ./記号	1
ぶっかける な/助詞	1
くる セリフ/名詞	1
走る ./記号	5
よる 言う/動詞	2
収める 金/名詞	1
とる 生徒/名詞	1
居る ねん/助詞	2
怒る らしい/助動詞	1
居る かい/助詞	1
出かける ん/名詞	1
かかる よ/助詞	4
くらいする ん/名詞	1
限る いう/動詞	1
決まる もの/名詞	1
決まる もん/名詞	2
なれる よ/助詞	2
食べる やろ/助動詞	2
はる 店/名詞	1
る 身/名詞	1
おる おばちゃん/名詞	2
やめる よ/助詞	1
なる 気持ち/名詞	1
決める ん/名詞	1
てる けども/助詞	2
てる から/助詞	1
おる 中/名詞	3
生きる 人/名詞	1
なる 言う/動詞	2
やる 方/名詞	1
こしらえる の/名詞	1
生まれる たんび/名詞	1
いる ゆう/動詞	1
くれる ご飯/名詞	1
ある 魚/名詞	1
儲かる よう/名詞	1
食べる いう/動詞	3
変わる かも/助詞	1
わかる 孫/名詞	1
くれる 婿/名詞	1
弱る な/助詞	1
いける ね/名詞	1
稼げる やん/助動詞	1
いてる こと/名詞	1
生まれる 子/名詞	1
提げれる ぐらい/助詞	1
着れる から/助詞	1
貯める 言う/動詞	1
ついてまわる もん/助詞	1
ついてまわる よ/助詞	1
傷める で/助詞	1
忘れる ねん/助詞	1
当たる 神社/名詞	1
当たる の/助詞	1
覚える わ/助詞	1
送る とき/名詞	1
くれる お/接頭詞	1
る 客/名詞	1
潰れる わけ/名詞	1
言える やろ/助動詞	1
出かける と/助詞	1
吊る ねん/助詞	1
吊る ん/名詞	2
売れる な/助詞	1
入れ替える 機器/名詞	1
出来上がる 商品/名詞	1
いる 所/名詞	2
依る わ/助詞	1
生まれる の/名詞	1
育てる とき/名詞	1
出る メンバー/名詞	1
出る 合唱/名詞	1
回る って/助詞	1
通り過ぎる の/名詞	1
売る バイト/名詞	1
聞こえる みたい/名詞	1
聞こえる から/助詞	2
くる わがまま/名詞	1
れる 覚え/名詞	1
る 番組/名詞	1
ある 男/名詞	1
仕える 天使/名詞	1
ある 天使/名詞	1
る 弟/名詞	1
なる 夢/名詞	1
諦める ね/名詞	1
助ける ねん/助詞	1
かける し/助詞	2
助ける お/接頭詞	1
る 人生/名詞	1
る 主人公/名詞	1
守る が/助詞	1
る 根底/名詞	1
れる 言わ/動詞	1
やる 言う/動詞	2
れる 年/名詞	1
れる ね/助詞	1
折る の/名詞	1
折る から/助詞	1
折る ねん/助詞	1
折る もん/名詞	1
置ける から/助詞	1
れる 言う/動詞	1
暮れる やん/助動詞	1
来る かも/助詞	1
繋げる とか/助詞	1
いれる いう/動詞	1
る 器/名詞	1
変わる とき/名詞	1
作る 学者/名詞	1
居る と/助詞	1
作る 人/名詞	1
変わる まで/助詞	1
上がる とか/助詞	1
広がる わ/助詞	1
広がる と/助詞	1
はる ね/名詞	3
くれる ほう/名詞	1
ある 思/動詞	1
訛る な/助詞	1
使い分ける ./記号	2
はる 言葉/名詞	1
はる 奥さん/名詞	1
泊まる こと/名詞	1
降りる やん/助動詞	1
まとめる いう/動詞	1
喋る と/助詞	3
る 強弱/名詞	1
喋れる もん/名詞	2
喋れる けど/助詞	2
言える わけ/名詞	1
る 経験/名詞	1
よくなる か/助詞	1
おちょける って/助詞	1
知る って/助詞	1
はぶてる ./記号	2
はぶてる けえ/助詞	1
はぶてる が/助詞	1
すねる とか/助詞	1
ふてくされる って/助詞	1
はぶてる って/助詞	1
ある けえ/助詞	1
なる らしい/助動詞	2
る いい/形容詞	1
る 広島/名詞	1
乗っけれる から/助詞	1
言える ん/名詞	3
思える 人/名詞	1
喋れる と/助詞	1
負ける と/助詞	1
流れる よ/助詞	1
ぬる って/助詞	1
る 死/名詞	1
買える みたい/名詞	1
当たる ん/名詞	2
止まる ん/名詞	3
止まる テクニック/名詞	1
止まる 気/名詞	1
捕まる ねん/助詞	1
くる 車/名詞	1
守る ./記号	1
遅れる ん/名詞	1
送れる から/助詞	1
