られや	動詞,接尾,*,*,一段,未然形・や挿入,られる,ラレヤ,ラレヤ
知り合えや	動詞,自立,*,*,一段,未然形・や挿入,知り合える,シリアエヤ,シリアエヤ
つきや	動詞,自立,*,*,一段,未然形・や挿入,つきる,ツキヤ,ツキヤ
振立てや	動詞,自立,*,*,一段,未然形・や挿入,振立てる,フリタテヤ,フリタテヤ
織り上げや	動詞,自立,*,*,一段,未然形・や挿入,織り上げる,オリアゲヤ,オリアゲヤ
なれや	動詞,自立,*,*,一段,未然形・や挿入,なれる,ナレヤ,ナレヤ
せばめや	動詞,自立,*,*,一段,未然形・や挿入,せばめる,セバメヤ,セバメヤ
苛立てや	動詞,自立,*,*,一段,未然形・や挿入,苛立てる,イラダテヤ,イラダテヤ
こりや	動詞,自立,*,*,一段,未然形・や挿入,こりる,コリヤ,コリヤ
縒れや	動詞,自立,*,*,一段,未然形・や挿入,縒れる,ヨレヤ,ヨレヤ
ぬいつけや	動詞,自立,*,*,一段,未然形・や挿入,ぬいつける,ヌイツケヤ,ヌイツケヤ
くびれや	動詞,自立,*,*,一段,未然形・や挿入,くびれる,クビレヤ,クビレヤ
揺り動かせや	動詞,自立,*,*,一段,未然形・や挿入,揺り動かせる,ユリウゴカセヤ,ユリウゴカセヤ
言い立てや	動詞,自立,*,*,一段,未然形・や挿入,言い立てる,イイタテ,イータテヤ
吹けや	動詞,自立,*,*,一段,未然形・や挿入,吹ける,フケヤ,フケヤ
もうしあげや	動詞,自立,*,*,一段,未然形・や挿入,もうしあげる,モウシアゲ,モーシアゲヤ
訪れや	動詞,自立,*,*,一段,未然形・や挿入,訪れる,オトズレヤ,オトズレヤ
入れ替われや	動詞,自立,*,*,一段,未然形・や挿入,入れ替われる,イレカワレヤ,イレカワレヤ
はべれや	動詞,自立,*,*,一段,未然形・や挿入,はべれる,ハベレヤ,ハベレヤ
乗遅れや	動詞,自立,*,*,一段,未然形・や挿入,乗遅れる,ノリオクレヤ,ノリオクレヤ
割り込めや	動詞,自立,*,*,一段,未然形・や挿入,割り込める,ワリコメヤ,ワリコメヤ
取紛れや	動詞,自立,*,*,一段,未然形・や挿入,取紛れる,トリマギレヤ,トリマギレヤ
見破れや	動詞,自立,*,*,一段,未然形・や挿入,見破れる,ミヤブレヤ,ミヤブレヤ
とびのれや	動詞,自立,*,*,一段,未然形・や挿入,とびのれる,トビノレヤ,トビノレヤ
つづけや	動詞,自立,*,*,一段,未然形・や挿入,つづける,ツヅケヤ,ツヅケヤ
めげや	動詞,自立,*,*,一段,未然形・や挿入,めげる,メゲヤ,メゲヤ
吹き込めや	動詞,自立,*,*,一段,未然形・や挿入,吹き込める,フキコメヤ,フキコメヤ
しめしあわせや	動詞,自立,*,*,一段,未然形・や挿入,しめしあわせる,シメシアワセヤ,シメシアワセヤ
ねむれや	動詞,自立,*,*,一段,未然形・や挿入,ねむれる,ネムレヤ,ネムレヤ
ぬけや	動詞,自立,*,*,一段,未然形・や挿入,ぬける,ヌケヤ,ヌケヤ
打ち連れや	動詞,自立,*,*,一段,未然形・や挿入,打ち連れる,ウチツレヤ,ウチツレヤ
かくれや	動詞,自立,*,*,一段,未然形・や挿入,かくれる,カクレヤ,カクレヤ
見せつけや	動詞,自立,*,*,一段,未然形・や挿入,見せつける,ミセツケヤ,ミセツケヤ
読み込めや	動詞,自立,*,*,一段,未然形・や挿入,読み込める,ヨミコメヤ,ヨミコメヤ
昇れや	動詞,自立,*,*,一段,未然形・や挿入,昇れる,ノボレヤ,ノボレヤ
つまみ出せや	動詞,自立,*,*,一段,未然形・や挿入,つまみ出せる,ツマミダセヤ,ツマミダセヤ
組みあげや	動詞,自立,*,*,一段,未然形・や挿入,組みあげる,クミアゲヤ,クミアゲヤ
とりしらべや	動詞,自立,*,*,一段,未然形・や挿入,とりしらべる,トリシラベヤ,トリシラベヤ
弁じや	動詞,自立,*,*,一段,未然形・や挿入,弁じる,ベンジヤ,ベンジヤ
しょげや	動詞,自立,*,*,一段,未然形・や挿入,しょげる,ショゲヤ,ショゲヤ
落魄れや	動詞,自立,*,*,一段,未然形・や挿入,落魄れる,オチブレヤ,オチブレヤ
しらせや	動詞,自立,*,*,一段,未然形・や挿入,しらせる,シラセヤ,シラセヤ
見つけ出せや	動詞,自立,*,*,一段,未然形・や挿入,見つけ出せる,ミツケダセヤ,ミツケダセヤ
聞き返せや	動詞,自立,*,*,一段,未然形・や挿入,聞き返せる,キキカエセヤ,キキカエセヤ
殺めや	動詞,自立,*,*,一段,未然形・や挿入,殺める,アヤメヤ,アヤメヤ
うちつけや	動詞,自立,*,*,一段,未然形・や挿入,うちつける,ウチツケヤ,ウチツケヤ
あわてや	動詞,自立,*,*,一段,未然形・や挿入,あわてる,アワテヤ,アワテヤ
かめや	動詞,自立,*,*,一段,未然形・や挿入,かめる,カメヤ,カメヤ
ふるえや	動詞,自立,*,*,一段,未然形・や挿入,ふるえる,フルエヤ,フルエヤ
絞れや	動詞,自立,*,*,一段,未然形・や挿入,絞れる,シボレヤ,シボレヤ
もうしつたえや	動詞,自立,*,*,一段,未然形・や挿入,もうしつたえる,モウシツタエ,モーシツタエヤ
見受けや	動詞,自立,*,*,一段,未然形・や挿入,見受ける,ミウケヤ,ミウケヤ
紛らせや	動詞,自立,*,*,一段,未然形・や挿入,紛らせる,マギラセヤ,マギラセヤ
数え上げや	動詞,自立,*,*,一段,未然形・や挿入,数え上げる,カゾエアゲヤ,カゾエアゲヤ
印せや	動詞,自立,*,*,一段,未然形・や挿入,印せる,シルセヤ,シルセヤ
思いまどえや	動詞,自立,*,*,一段,未然形・や挿入,思いまどえる,オモイマドエヤ,オモイマドエヤ
脱せや	動詞,自立,*,*,一段,未然形・や挿入,脱せる,ダッセヤ,ダッセヤ
讃えや	動詞,自立,*,*,一段,未然形・や挿入,讃える,タタエヤ,タタエヤ
ならえや	動詞,自立,*,*,一段,未然形・や挿入,ならえる,ナラエヤ,ナラエヤ
ひとはなさかせや	動詞,自立,*,*,一段,未然形・や挿入,ひとはなさかせる,ヒトハナサカセヤ,ヒトハナサカセヤ
破れや	動詞,自立,*,*,一段,未然形・や挿入,破れる,ヤブレヤ,ヤブレヤ
破れや	動詞,自立,*,*,一段,未然形・や挿入,破れる,ワレヤ,ワレヤ
呼付けや	動詞,自立,*,*,一段,未然形・や挿入,呼付ける,ヨビツケヤ,ヨビツケヤ
絡ませや	動詞,自立,*,*,一段,未然形・や挿入,絡ませる,カラマセヤ,カラマセヤ
当て付けや	動詞,自立,*,*,一段,未然形・や挿入,当て付ける,アテツケヤ,アテツケヤ
ふみきれや	動詞,自立,*,*,一段,未然形・や挿入,ふみきれる,フミキレヤ,フミキレヤ
よびもどせや	動詞,自立,*,*,一段,未然形・や挿入,よびもどせる,ヨビモドセヤ,ヨビモドセヤ
ぶっつづけや	動詞,自立,*,*,一段,未然形・や挿入,ぶっつづける,ブッツヅケヤ,ブッツヅケヤ
生き抜けや	動詞,自立,*,*,一段,未然形・や挿入,生き抜ける,イキヌケヤ,イキヌケヤ
繰延べや	動詞,自立,*,*,一段,未然形・や挿入,繰延べる,クリノベヤ,クリノベヤ
魂消や	動詞,自立,*,*,一段,未然形・や挿入,魂消る,タマゲヤ,タマゲヤ
すくい上げや	動詞,自立,*,*,一段,未然形・や挿入,すくい上げる,スクイアゲヤ,スクイアゲヤ
枉げや	動詞,自立,*,*,一段,未然形・や挿入,枉げる,マゲヤ,マゲヤ
言いふくめや	動詞,自立,*,*,一段,未然形・や挿入,言いふくめる,イイフクメ,イーフクメヤ
落ちぶれや	動詞,自立,*,*,一段,未然形・や挿入,落ちぶれる,オチブレヤ,オチブレヤ
しはらえや	動詞,自立,*,*,一段,未然形・や挿入,しはらえる,シハラエヤ,シハラエヤ
なであげや	動詞,自立,*,*,一段,未然形・や挿入,なであげる,ナデアゲヤ,ナデアゲヤ
突き放せや	動詞,自立,*,*,一段,未然形・や挿入,突き放せる,ツキハナセヤ,ツキハナセヤ
添えや	動詞,自立,*,*,一段,未然形・や挿入,添える,ソエヤ,ソエヤ
せせら笑えや	動詞,自立,*,*,一段,未然形・や挿入,せせら笑える,セセラワラエヤ,セセラワラエヤ
とむらえや	動詞,自立,*,*,一段,未然形・や挿入,とむらえる,トムラエヤ,トムラエヤ
按じや	動詞,自立,*,*,一段,未然形・や挿入,按じる,アンジヤ,アンジヤ
見晴らせや	動詞,自立,*,*,一段,未然形・や挿入,見晴らせる,ミハラセヤ,ミハラセヤ
とどけでや	動詞,自立,*,*,一段,未然形・や挿入,とどけでる,トドケデヤ,トドケデヤ
出せや	動詞,自立,*,*,一段,未然形・や挿入,出せる,ダセヤ,ダセヤ
もぐり込めや	動詞,自立,*,*,一段,未然形・や挿入,もぐり込める,モグリコメヤ,モグリコメヤ
思いとどまれや	動詞,自立,*,*,一段,未然形・や挿入,思いとどまれる,オモイトドマレヤ,オモイトドマレヤ
煮つめや	動詞,自立,*,*,一段,未然形・や挿入,煮つめる,ニツメヤ,ニツメヤ
吹き付けや	動詞,自立,*,*,一段,未然形・や挿入,吹き付ける,フキツケヤ,フキツケヤ
懐けや	動詞,自立,*,*,一段,未然形・や挿入,懐ける,ナツケヤ,ナツケヤ
思い詰めや	動詞,自立,*,*,一段,未然形・や挿入,思い詰める,オモイツメヤ,オモイツメヤ
加えや	動詞,自立,*,*,一段,未然形・や挿入,加える,クワエヤ,クワエヤ
道化けや	動詞,自立,*,*,一段,未然形・や挿入,道化ける,ドウケ,ドーケヤ
転べや	動詞,自立,*,*,一段,未然形・や挿入,転べる,コロベヤ,コロベヤ
立ち寄れや	動詞,自立,*,*,一段,未然形・や挿入,立ち寄れる,タチヨレヤ,タチヨレヤ
よじ登れや	動詞,自立,*,*,一段,未然形・や挿入,よじ登れる,ヨジノボレヤ,ヨジノボレヤ
空けや	動詞,自立,*,*,一段,未然形・や挿入,空ける,アケヤ,アケヤ
脅し付けや	動詞,自立,*,*,一段,未然形・や挿入,脅し付ける,オドシツケヤ,オドシツケヤ
映えや	動詞,自立,*,*,一段,未然形・や挿入,映える,ハエヤ,ハエヤ
選べや	動詞,自立,*,*,一段,未然形・や挿入,選べる,エラベヤ,エラベヤ
告げや	動詞,自立,*,*,一段,未然形・や挿入,告げる,ツゲヤ,ツゲヤ
きょうざめや	動詞,自立,*,*,一段,未然形・や挿入,きょうざめる,キョウザメ,キョーザメヤ
もちあるけや	動詞,自立,*,*,一段,未然形・や挿入,もちあるける,モチアルケヤ,モチアルケヤ
痛めや	動詞,自立,*,*,一段,未然形・や挿入,痛める,イタメヤ,イタメヤ
ひきあてや	動詞,自立,*,*,一段,未然形・や挿入,ひきあてる,ヒキアテヤ,ヒキアテヤ
打解けや	動詞,自立,*,*,一段,未然形・や挿入,打解ける,ウチトケヤ,ウチトケヤ
言い直せや	動詞,自立,*,*,一段,未然形・や挿入,言い直せる,イイナオセ,イーナオセヤ
づけや	動詞,非自立,*,*,一段,未然形・や挿入,づける,ヅケヤ,ヅケヤ
取っちめや	動詞,自立,*,*,一段,未然形・や挿入,取っちめる,トッチメヤ,トッチメヤ
差固めや	動詞,自立,*,*,一段,未然形・や挿入,差固める,サシカタメヤ,サシカタメヤ
はばめや	動詞,自立,*,*,一段,未然形・や挿入,はばめる,ハバメヤ,ハバメヤ
切詰めや	動詞,自立,*,*,一段,未然形・や挿入,切詰める,キリツメヤ,キリツメヤ
たぐえや	動詞,自立,*,*,一段,未然形・や挿入,たぐえる,タグエヤ,タグエヤ
もうしこめや	動詞,自立,*,*,一段,未然形・や挿入,もうしこめる,モウシコメ,モーシコメヤ
ふてや	動詞,自立,*,*,一段,未然形・や挿入,ふてる,フテヤ,フテヤ
ひねれや	動詞,自立,*,*,一段,未然形・や挿入,ひねれる,ヒネレヤ,ヒネレヤ
指せや	動詞,自立,*,*,一段,未然形・や挿入,指せる,サセヤ,サセヤ
あじわえや	動詞,自立,*,*,一段,未然形・や挿入,あじわえる,アジワエヤ,アジワエヤ
かきあつめや	動詞,自立,*,*,一段,未然形・や挿入,かきあつめる,カキアツメヤ,カキアツメヤ
おびや	動詞,自立,*,*,一段,未然形・や挿入,おびる,オビヤ,オビヤ
やむを得や	動詞,自立,*,*,一段,未然形・や挿入,やむを得る,ヤムヲエヤ,ヤムヲエヤ
問い詰めや	動詞,自立,*,*,一段,未然形・や挿入,問い詰める,トイツメヤ,トイツメヤ
さきんじや	動詞,自立,*,*,一段,未然形・や挿入,さきんじる,サキンジヤ,サキンジヤ
見捨てや	動詞,自立,*,*,一段,未然形・や挿入,見捨てる,ミステヤ,ミステヤ
せき止めや	動詞,自立,*,*,一段,未然形・や挿入,せき止める,セキトメヤ,セキトメヤ
取りつかれや	動詞,自立,*,*,一段,未然形・や挿入,取りつかれる,トリツカレヤ,トリツカレヤ
上がれや	動詞,自立,*,*,一段,未然形・や挿入,上がれる,アガレヤ,アガレヤ
刷り込めや	動詞,自立,*,*,一段,未然形・や挿入,刷り込める,スリコメヤ,スリコメヤ
怒鳴りつけや	動詞,自立,*,*,一段,未然形・や挿入,怒鳴りつける,ドナリツケヤ,ドナリツケヤ
さえや	動詞,自立,*,*,一段,未然形・や挿入,さえる,サエヤ,サエヤ
垢抜けや	動詞,自立,*,*,一段,未然形・や挿入,垢抜ける,アカヌケヤ,アカヌケヤ
読上げや	動詞,自立,*,*,一段,未然形・や挿入,読上げる,ヨミアゲヤ,ヨミアゲヤ
角立てや	動詞,自立,*,*,一段,未然形・や挿入,角立てる,カドダテヤ,カドダテヤ
差し固めや	動詞,自立,*,*,一段,未然形・や挿入,差し固める,サシカタメヤ,サシカタメヤ
知れや	動詞,自立,*,*,一段,未然形・や挿入,知れる,シレヤ,シレヤ
聞き流せや	動詞,自立,*,*,一段,未然形・や挿入,聞き流せる,キキナガセヤ,キキナガセヤ
とりかこめや	動詞,自立,*,*,一段,未然形・や挿入,とりかこめる,トリカコメヤ,トリカコメヤ
いただけや	動詞,自立,*,*,一段,未然形・や挿入,いただける,イタダケヤ,イタダケヤ
たわけや	動詞,自立,*,*,一段,未然形・や挿入,たわける,タワケヤ,タワケヤ
取り仕切れや	動詞,自立,*,*,一段,未然形・や挿入,取り仕切れる,トリシキレヤ,トリシキレヤ
送り届けや	動詞,自立,*,*,一段,未然形・や挿入,送り届ける,オクリトドケヤ,オクリトドケヤ
しらべや	動詞,自立,*,*,一段,未然形・や挿入,しらべる,シラベヤ,シラベヤ
見届けや	動詞,自立,*,*,一段,未然形・や挿入,見届ける,ミトドケヤ,ミトドケヤ
たたみかけや	動詞,自立,*,*,一段,未然形・や挿入,たたみかける,タタミカケヤ,タタミカケヤ
さげや	動詞,自立,*,*,一段,未然形・や挿入,さげる,サゲヤ,サゲヤ
流し入れや	動詞,自立,*,*,一段,未然形・や挿入,流し入れる,ナガシイレヤ,ナガシイレヤ
救い出せや	動詞,自立,*,*,一段,未然形・や挿入,救い出せる,スクイダセヤ,スクイダセヤ
湛えや	動詞,自立,*,*,一段,未然形・や挿入,湛える,タタエヤ,タタエヤ
招き入れや	動詞,自立,*,*,一段,未然形・や挿入,招き入れる,マネキイレヤ,マネキイレヤ
より分けや	動詞,自立,*,*,一段,未然形・や挿入,より分ける,ヨリワケヤ,ヨリワケヤ
抗えや	動詞,自立,*,*,一段,未然形・や挿入,抗える,アラガエヤ,アラガエヤ
切り付けや	動詞,自立,*,*,一段,未然形・や挿入,切り付ける,キリツケヤ,キリツケヤ
のりこえや	動詞,自立,*,*,一段,未然形・や挿入,のりこえる,ノリコエヤ,ノリコエヤ
いれかえや	動詞,自立,*,*,一段,未然形・や挿入,いれかえる,イレカエヤ,イレカエヤ
よびこめや	動詞,自立,*,*,一段,未然形・や挿入,よびこめる,ヨビコメヤ,ヨビコメヤ
こきつかえや	動詞,自立,*,*,一段,未然形・や挿入,こきつかえる,コキツカエヤ,コキツカエヤ
活けや	動詞,自立,*,*,一段,未然形・や挿入,活ける,イケヤ,イケヤ
下卑や	動詞,自立,*,*,一段,未然形・や挿入,下卑る,ゲビヤ,ゲビヤ
進み出せや	動詞,自立,*,*,一段,未然形・や挿入,進み出せる,ススミダセヤ,ススミダセヤ
突き付けや	動詞,自立,*,*,一段,未然形・や挿入,突き付ける,ツキツケヤ,ツキツケヤ
書立てや	動詞,自立,*,*,一段,未然形・や挿入,書立てる,カキタテヤ,カキタテヤ
はしりこめや	動詞,自立,*,*,一段,未然形・や挿入,はしりこめる,ハシリコメヤ,ハシリコメヤ
乗り入れや	動詞,自立,*,*,一段,未然形・や挿入,乗り入れる,ノリイレヤ,ノリイレヤ
憬れや	動詞,自立,*,*,一段,未然形・や挿入,憬れる,アコガレヤ,アコガレヤ
見下げや	動詞,自立,*,*,一段,未然形・や挿入,見下げる,ミサゲヤ,ミサゲヤ
さびや	動詞,自立,*,*,一段,未然形・や挿入,さびる,サビヤ,サビヤ
やつれや	動詞,自立,*,*,一段,未然形・や挿入,やつれる,ヤツレヤ,ヤツレヤ
おちや	動詞,自立,*,*,一段,未然形・や挿入,おちる,オチヤ,オチヤ
かよえや	動詞,自立,*,*,一段,未然形・や挿入,かよえる,カヨエヤ,カヨエヤ
たがねや	動詞,自立,*,*,一段,未然形・や挿入,たがねる,タガネヤ,タガネヤ
つくれや	動詞,自立,*,*,一段,未然形・や挿入,つくれる,ツクレヤ,ツクレヤ
競上げや	動詞,自立,*,*,一段,未然形・や挿入,競上げる,セリアゲヤ,セリアゲヤ
うちよせや	動詞,自立,*,*,一段,未然形・や挿入,うちよせる,ウチヨセヤ,ウチヨセヤ
入乱れや	動詞,自立,*,*,一段,未然形・や挿入,入乱れる,イリミダレヤ,イリミダレヤ
押えつけや	動詞,自立,*,*,一段,未然形・や挿入,押えつける,オサエツケヤ,オサエツケヤ
つきそえや	動詞,自立,*,*,一段,未然形・や挿入,つきそえる,ツキソエヤ,ツキソエヤ
切りとれや	動詞,自立,*,*,一段,未然形・や挿入,切りとれる,キリトレヤ,キリトレヤ
働けや	動詞,自立,*,*,一段,未然形・や挿入,働ける,ハタラケヤ,ハタラケヤ
すえつけや	動詞,自立,*,*,一段,未然形・や挿入,すえつける,スエツケヤ,スエツケヤ
取りとめや	動詞,自立,*,*,一段,未然形・や挿入,取りとめる,トリトメヤ,トリトメヤ
閉じこめや	動詞,自立,*,*,一段,未然形・や挿入,閉じこめる,トジコメヤ,トジコメヤ
おっかぶせや	動詞,自立,*,*,一段,未然形・や挿入,おっかぶせる,オッカブセヤ,オッカブセヤ
うかばれや	動詞,自立,*,*,一段,未然形・や挿入,うかばれる,ウカバレヤ,ウカバレヤ
よびかけや	動詞,自立,*,*,一段,未然形・や挿入,よびかける,ヨビカケヤ,ヨビカケヤ
もちだせや	動詞,自立,*,*,一段,未然形・や挿入,もちだせる,モチダセヤ,モチダセヤ
抱き合えや	動詞,自立,*,*,一段,未然形・や挿入,抱き合える,ダキアエヤ,ダキアエヤ
勝ち進めや	動詞,自立,*,*,一段,未然形・や挿入,勝ち進める,カチススメヤ,カチススメヤ
うきあがれや	動詞,自立,*,*,一段,未然形・や挿入,うきあがれる,ウキアガレヤ,ウキアガレヤ
番えや	動詞,自立,*,*,一段,未然形・や挿入,番える,ツガエヤ,ツガエヤ
誘いかけや	動詞,自立,*,*,一段,未然形・や挿入,誘いかける,サソイカケヤ,サソイカケヤ
言い争えや	動詞,自立,*,*,一段,未然形・や挿入,言い争える,イイアラソエ,イーアラソエヤ
まかなえや	動詞,自立,*,*,一段,未然形・や挿入,まかなえる,マカナエヤ,マカナエヤ
突っ立てや	動詞,自立,*,*,一段,未然形・や挿入,突っ立てる,ツッタテヤ,ツッタテヤ
しゃれや	動詞,自立,*,*,一段,未然形・や挿入,しゃれる,シャレヤ,シャレヤ
うかれ出や	動詞,自立,*,*,一段,未然形・や挿入,うかれ出る,ウカレデヤ,ウカレデヤ
押付けや	動詞,自立,*,*,一段,未然形・や挿入,押付ける,オシツケヤ,オシツケヤ
繰り下げや	動詞,自立,*,*,一段,未然形・や挿入,繰り下げる,クリサゲヤ,クリサゲヤ
見送れや	動詞,自立,*,*,一段,未然形・や挿入,見送れる,ミオクレヤ,ミオクレヤ
生き残れや	動詞,自立,*,*,一段,未然形・や挿入,生き残れる,イキノコレヤ,イキノコレヤ
憧れや	動詞,自立,*,*,一段,未然形・や挿入,憧れる,アコガレヤ,アコガレヤ
よじれや	動詞,自立,*,*,一段,未然形・や挿入,よじれる,ヨジレヤ,ヨジレヤ
すげかえや	動詞,自立,*,*,一段,未然形・や挿入,すげかえる,スゲカエヤ,スゲカエヤ
起てや	動詞,自立,*,*,一段,未然形・や挿入,起てる,タテヤ,タテヤ
痩せさらばえや	動詞,自立,*,*,一段,未然形・や挿入,痩せさらばえる,ヤセサラバエヤ,ヤセサラバエヤ
のりつけや	動詞,自立,*,*,一段,未然形・や挿入,のりつける,ノリツケヤ,ノリツケヤ
広げや	動詞,自立,*,*,一段,未然形・や挿入,広げる,ヒロゲヤ,ヒロゲヤ
崩れ落ちや	動詞,自立,*,*,一段,未然形・や挿入,崩れ落ちる,クズレオチヤ,クズレオチヤ
ほうけや	動詞,自立,*,*,一段,未然形・や挿入,ほうける,ホウケ,ホーケヤ
ひなびや	動詞,自立,*,*,一段,未然形・や挿入,ひなびる,ヒナビヤ,ヒナビヤ
固まれや	動詞,自立,*,*,一段,未然形・や挿入,固まれる,カタマレヤ,カタマレヤ
とりなおせや	動詞,自立,*,*,一段,未然形・や挿入,とりなおせる,トリナオセヤ,トリナオセヤ
さしかえや	動詞,自立,*,*,一段,未然形・や挿入,さしかえる,サシカエヤ,サシカエヤ
まちうけや	動詞,自立,*,*,一段,未然形・や挿入,まちうける,マチウケヤ,マチウケヤ
青ざめや	動詞,自立,*,*,一段,未然形・や挿入,青ざめる,アオザメヤ,アオザメヤ
取り片付けや	動詞,自立,*,*,一段,未然形・や挿入,取り片付ける,トリカタヅケヤ,トリカタヅケヤ
引き締めや	動詞,自立,*,*,一段,未然形・や挿入,引き締める,ヒキシメヤ,ヒキシメヤ
しにかけや	動詞,自立,*,*,一段,未然形・や挿入,しにかける,シニカケヤ,シニカケヤ
ふくらせや	動詞,自立,*,*,一段,未然形・や挿入,ふくらせる,フクラセヤ,フクラセヤ
取りかえや	動詞,自立,*,*,一段,未然形・や挿入,取りかえる,トリカエヤ,トリカエヤ
行えや	動詞,自立,*,*,一段,未然形・や挿入,行える,オコナエヤ,オコナエヤ
おいぬけや	動詞,自立,*,*,一段,未然形・や挿入,おいぬける,オイヌケヤ,オイヌケヤ
しなびや	動詞,自立,*,*,一段,未然形・や挿入,しなびる,シナビヤ,シナビヤ
掲げや	動詞,自立,*,*,一段,未然形・や挿入,掲げる,カカゲヤ,カカゲヤ
充ちや	動詞,自立,*,*,一段,未然形・や挿入,充ちる,ミチヤ,ミチヤ
方向づけや	動詞,自立,*,*,一段,未然形・や挿入,方向づける,ホウコウヅケ,ホーコーズケヤ
回せや	動詞,自立,*,*,一段,未然形・や挿入,回せる,マワセヤ,マワセヤ
立込めや	動詞,自立,*,*,一段,未然形・や挿入,立込める,タチコメヤ,タチコメヤ
うつせや	動詞,自立,*,*,一段,未然形・や挿入,うつせる,ウツセヤ,ウツセヤ
狙えや	動詞,自立,*,*,一段,未然形・や挿入,狙える,ネラエヤ,ネラエヤ
生まれでや	動詞,自立,*,*,一段,未然形・や挿入,生まれでる,ウマレデヤ,ウマレデヤ
かいしめや	動詞,自立,*,*,一段,未然形・や挿入,かいしめる,カイシメヤ,カイシメヤ
とりまけや	動詞,自立,*,*,一段,未然形・や挿入,とりまける,トリマケヤ,トリマケヤ
観や	動詞,自立,*,*,一段,未然形・や挿入,観る,ミヤ,ミヤ
演じや	動詞,自立,*,*,一段,未然形・や挿入,演じる,エンジヤ,エンジヤ
揃えや	動詞,自立,*,*,一段,未然形・や挿入,揃える,ソロエヤ,ソロエヤ
消えはてや	動詞,自立,*,*,一段,未然形・や挿入,消えはてる,キエハテヤ,キエハテヤ
後らせや	動詞,自立,*,*,一段,未然形・や挿入,後らせる,オクラセヤ,オクラセヤ
とりおこなえや	動詞,自立,*,*,一段,未然形・や挿入,とりおこなえる,トリオコナエヤ,トリオコナエヤ
縮くれや	動詞,自立,*,*,一段,未然形・や挿入,縮くれる,チヂクレヤ,チヂクレヤ
きりぬけや	動詞,自立,*,*,一段,未然形・や挿入,きりぬける,キリヌケヤ,キリヌケヤ
かぎつけや	動詞,自立,*,*,一段,未然形・や挿入,かぎつける,カギツケヤ,カギツケヤ
まきかえせや	動詞,自立,*,*,一段,未然形・や挿入,まきかえせる,マキカエセヤ,マキカエセヤ
巻けや	動詞,自立,*,*,一段,未然形・や挿入,巻ける,マケヤ,マケヤ
繰り替えや	動詞,自立,*,*,一段,未然形・や挿入,繰り替える,クリカエヤ,クリカエヤ
踏みこたえや	動詞,自立,*,*,一段,未然形・や挿入,踏みこたえる,フミコタエヤ,フミコタエヤ
立ち去れや	動詞,自立,*,*,一段,未然形・や挿入,立ち去れる,タチサレヤ,タチサレヤ
研げや	動詞,自立,*,*,一段,未然形・や挿入,研げる,トゲヤ,トゲヤ
剥がれや	動詞,自立,*,*,一段,未然形・や挿入,剥がれる,ハガレヤ,ハガレヤ
のりつげや	動詞,自立,*,*,一段,未然形・や挿入,のりつげる,ノリツゲヤ,ノリツゲヤ
やどれや	動詞,自立,*,*,一段,未然形・や挿入,やどれる,ヤドレヤ,ヤドレヤ
吹っ切れや	動詞,自立,*,*,一段,未然形・や挿入,吹っ切れる,フッキレヤ,フッキレヤ
とりしまれや	動詞,自立,*,*,一段,未然形・や挿入,とりしまれる,トリシマレヤ,トリシマレヤ
振り捨てや	動詞,自立,*,*,一段,未然形・や挿入,振り捨てる,フリステヤ,フリステヤ
撃ち込めや	動詞,自立,*,*,一段,未然形・や挿入,撃ち込める,ウチコメヤ,ウチコメヤ
打払えや	動詞,自立,*,*,一段,未然形・や挿入,打払える,ウチハラエヤ,ウチハラエヤ
組込めや	動詞,自立,*,*,一段,未然形・や挿入,組込める,クミコメヤ,クミコメヤ
みそめや	動詞,自立,*,*,一段,未然形・や挿入,みそめる,ミソメヤ,ミソメヤ
おわらせや	動詞,自立,*,*,一段,未然形・や挿入,おわらせる,オワラセヤ,オワラセヤ
つかいこなせや	動詞,自立,*,*,一段,未然形・や挿入,つかいこなせる,ツカイコナセヤ,ツカイコナセヤ
数えあげや	動詞,自立,*,*,一段,未然形・や挿入,数えあげる,カゾエアゲヤ,カゾエアゲヤ
笑えや	動詞,自立,*,*,一段,未然形・や挿入,笑える,ワラエヤ,ワラエヤ
おれや	動詞,自立,*,*,一段,未然形・や挿入,おれる,オレヤ,オレヤ
葬れや	動詞,自立,*,*,一段,未然形・や挿入,葬れる,ホウムレ,ホームレヤ
折り合えや	動詞,自立,*,*,一段,未然形・や挿入,折り合える,オリアエヤ,オリアエヤ
もちあげや	動詞,自立,*,*,一段,未然形・や挿入,もちあげる,モチアゲヤ,モチアゲヤ
たしなめや	動詞,自立,*,*,一段,未然形・や挿入,たしなめる,タシナメヤ,タシナメヤ
除けや	動詞,自立,*,*,一段,未然形・や挿入,除ける,ノケヤ,ノケヤ
除けや	動詞,自立,*,*,一段,未然形・や挿入,除ける,ノゾケヤ,ノゾケヤ
揺らせや	動詞,自立,*,*,一段,未然形・や挿入,揺らせる,ユラセヤ,ユラセヤ
立ち代われや	動詞,自立,*,*,一段,未然形・や挿入,立ち代われる,タチカワレヤ,タチカワレヤ
言い伝えや	動詞,自立,*,*,一段,未然形・や挿入,言い伝える,イイツタエ,イーツタエヤ
引き返せや	動詞,自立,*,*,一段,未然形・や挿入,引き返せる,ヒキカエセヤ,ヒキカエセヤ
爆ぜや	動詞,自立,*,*,一段,未然形・や挿入,爆ぜる,ハゼヤ,ハゼヤ
