引き込み	動詞,自立,*,*,五段・マ行,命令k,引き込む,ヒキコミ,ヒキコミ
盛り上がり	動詞,自立,*,*,五段・ラ行,命令k,盛り上がる,モリアガリ,モリアガリ
締まり	動詞,自立,*,*,五段・ラ行,命令k,締まる,シマリ,シマリ
なえ	動詞,自立,*,*,一段,命令k,なえる,ナエ,ナエ
揺れ	動詞,自立,*,*,一段,命令k,揺れる,ユレ,ユレ
ずり	動詞,自立,*,*,五段・ラ行,命令k,ずる,ズリ,ズリ
詰まり	動詞,自立,*,*,五段・ラ行,命令k,詰まる,ツマリ,ツマリ
合わし	動詞,自立,*,*,五段・サ行,命令k,合わす,アワシ,アワシ
折り	動詞,自立,*,*,五段・ラ行,命令k,折る,オリ,オリ
きわめ	動詞,自立,*,*,一段,命令k,きわめる,キワメ,キワメ
待ち	動詞,自立,*,*,五段・タ行,命令k,待つ,マチ,マチ
沿い	動詞,自立,*,*,五段・ワ行促音便,命令k,沿う,ソイ,ソイ
泊まり込み	動詞,自立,*,*,五段・マ行,命令k,泊まり込む,トマリコミ,トマリコミ
流せ	動詞,自立,*,*,一段,命令k,流せる,ナガセ,ナガセ
借り	動詞,自立,*,*,一段,命令k,借りる,カリ,カリ
問い合わせ	動詞,自立,*,*,一段,命令k,問い合わせる,トイアワセ,トイアワセ
みせ	動詞,非自立,*,*,一段,命令k,みせる,ミセ,ミセ
数え	動詞,自立,*,*,一段,命令k,数える,カゾエ,カゾエ
いたり	動詞,自立,*,*,五段・ラ行,命令k,いたる,イタリ,イタリ
召し	動詞,自立,*,*,五段・サ行,命令k,召す,メシ,メシ
ずらし	動詞,自立,*,*,五段・サ行,命令k,ずらす,ズラシ,ズラシ
ひし	動詞,自立,*,*,五段・サ行,命令k,ひす,ヒシ,ヒシ
備え付け	動詞,自立,*,*,一段,命令k,備え付ける,ソナエツケ,ソナエツケ
よれ	動詞,自立,*,*,一段,命令k,よれる,ヨレ,ヨレ
売り込み	動詞,自立,*,*,五段・マ行,命令k,売り込む,ウリコミ,ウリコミ
使い	動詞,自立,*,*,五段・ワ行促音便,命令k,使う,ツカイ,ツカイ
剃り	動詞,自立,*,*,五段・ラ行,命令k,剃る,スリ,スリ
剃り	動詞,自立,*,*,五段・ラ行,命令k,剃る,ソリ,ソリ
行き	動詞,非自立,*,*,五段・カ行促音便ユク,命令k,行く,ユキ,ユキ
泣かし	動詞,自立,*,*,五段・サ行,命令k,泣かす,ナカシ,ナカシ
売り切れ	動詞,自立,*,*,一段,命令k,売り切れる,ウリキレ,ウリキレ
飾り	動詞,自立,*,*,五段・ラ行,命令k,飾る,カザリ,カザリ
すね	動詞,自立,*,*,一段,命令k,すねる,スネ,スネ
とっつき	動詞,自立,*,*,五段・カ行イ音便,命令k,とっつく,トッツキ,トッツキ
よい	動詞,自立,*,*,五段・ワ行促音便,命令k,よう,ヨイ,ヨイ
放し	動詞,自立,*,*,五段・サ行,命令k,放す,ハナシ,ハナシ
放し	動詞,自立,*,*,五段・サ行,命令k,放す,ホカシ,ホカシ
そやし	動詞,自立,*,*,五段・サ行,命令k,そやす,ソヤシ,ソヤシ
引き延ばし	動詞,自立,*,*,五段・サ行,命令k,引き延ばす,ヒキノバシ,ヒキノバシ
付き添い	動詞,自立,*,*,五段・ワ行促音便,命令k,付き添う,ツキソイ,ツキソイ
売り上げ	動詞,自立,*,*,一段,命令k,売り上げる,ウリアゲ,ウリアゲ
利き	動詞,自立,*,*,五段・カ行イ音便,命令k,利く,キキ,キキ
冷え	動詞,自立,*,*,一段,命令k,冷える,ヒエ,ヒエ
じゃれ	動詞,自立,*,*,一段,命令k,じゃれる,ジャレ,ジャレ
はおり	動詞,自立,*,*,五段・ラ行,命令k,はおる,ハオリ,ハオリ
生め	動詞,自立,*,*,一段,命令k,生める,ウメ,ウメ
まねき	動詞,自立,*,*,五段・カ行イ音便,命令k,まねく,マネキ,マネキ
あやし	動詞,自立,*,*,五段・サ行,命令k,あやす,アヤシ,アヤシ
載り	動詞,自立,*,*,五段・ラ行,命令k,載る,ノリ,ノリ
はずれ	動詞,自立,*,*,一段,命令k,はずれる,ハズレ,ハズレ
捉え	動詞,自立,*,*,一段,命令k,捉える,トラエ,トラエ
取り替え	動詞,自立,*,*,一段,命令k,取り替える,トリカエ,トリカエ
よい	動詞,自立,*,*,五段・ワ行ウ音便,命令k,よう,ヨイ,ヨイ
しかけ	動詞,自立,*,*,一段,命令k,しかける,シカケ,シカケ
ふり	動詞,自立,*,*,五段・ラ行,命令k,ふる,フリ,フリ
尽くし	動詞,非自立,*,*,五段・サ行,命令k,尽くす,ツクシ,ツクシ
たがい	動詞,自立,*,*,五段・ワ行促音便,命令k,たがう,タガイ,タガイ
払え	動詞,自立,*,*,一段,命令k,払える,ハラエ,ハラエ
嫌い	動詞,自立,*,*,五段・ワ行促音便,命令k,嫌う,キライ,キライ
年寄り	動詞,自立,*,*,五段・ラ行,命令k,年寄る,トシヨリ,トシヨリ
むけ	動詞,自立,*,*,一段,命令k,むける,ムケ,ムケ
よばれ	動詞,自立,*,*,一段,命令k,よばれる,ヨバレ,ヨバレ
刺し	動詞,自立,*,*,五段・サ行,命令k,刺す,サシ,サシ
作りあげ	動詞,自立,*,*,一段,命令k,作りあげる,ツクリアゲ,ツクリアゲ
わすれ	動詞,自立,*,*,一段,命令k,わすれる,ワスレ,ワスレ
つくり上げ	動詞,自立,*,*,一段,命令k,つくり上げる,ツクリアゲ,ツクリアゲ
こり	動詞,自立,*,*,五段・ラ行,命令k,こる,コリ,コリ
仕上がり	動詞,自立,*,*,五段・ラ行,命令k,仕上がる,シアガリ,シアガリ
ズレ	動詞,自立,*,*,一段,命令k,ズレる,ズレ,ズレ
怒れ	動詞,自立,*,*,一段,命令k,怒れる,オコレ,オコレ
引っ張り	動詞,自立,*,*,五段・ラ行,命令k,引っ張る,ヒッパリ,ヒッパリ
ゆい	動詞,自立,*,*,五段・ワ行ウ音便,命令k,いう,ユイ,ユイ
かられ	動詞,自立,*,*,一段,命令k,かられる,カラレ,カラレ
呼び	動詞,自立,*,*,五段・バ行,命令k,呼ぶ,ヨビ,ヨビ
好み	動詞,自立,*,*,五段・マ行,命令k,好む,コノミ,コノミ
切り捨て	動詞,自立,*,*,一段,命令k,切り捨てる,キリステ,キリステ
笑い転げ	動詞,自立,*,*,一段,命令k,笑い転げる,ワライコロゲ,ワライコロゲ
住み	動詞,自立,*,*,五段・マ行,命令k,住む,スミ,スミ
頑張れ	動詞,自立,*,*,一段,命令k,頑張れる,ガンバレ,ガンバレ
させ	動詞,自立,*,*,一段,命令k,させる,サセ,サセ
おかし	動詞,自立,*,*,五段・サ行,命令k,おかす,オカシ,オカシ
積み重ね	動詞,自立,*,*,一段,命令k,積み重ねる,ツミカサネ,ツミカサネ
訳せ	動詞,自立,*,*,一段,命令k,訳せる,ヤクセ,ヤクセ
詫び	動詞,自立,*,*,一段,命令k,詫びる,ワビ,ワビ
担げ	動詞,自立,*,*,一段,命令k,担げる,カツゲ,カツゲ
採れ	動詞,自立,*,*,一段,命令k,採れる,トレ,トレ
進み	動詞,自立,*,*,五段・マ行,命令k,進む,ススミ,ススミ
動き	動詞,自立,*,*,五段・カ行イ音便,命令k,動く,ウゴキ,ウゴキ
汚し	動詞,自立,*,*,五段・サ行,命令k,汚す,ヨゴシ,ヨゴシ
汚し	動詞,自立,*,*,五段・サ行,命令k,汚す,ケガシ,ケガシ
選び	動詞,自立,*,*,五段・バ行,命令k,選ぶ,エラビ,エラビ
見せ	動詞,自立,*,*,一段,命令k,見せる,ミセ,ミセ
煮付け	動詞,自立,*,*,一段,命令k,煮付ける,ニツケ,ニツケ
納め	動詞,自立,*,*,一段,命令k,納める,オサメ,オサメ
預かり	動詞,自立,*,*,五段・ラ行,命令k,預かる,アズカリ,アズカリ
くべ	動詞,自立,*,*,一段,命令k,くべる,クベ,クベ
組合い	動詞,自立,*,*,五段・ワ行促音便,命令k,組合う,クミアイ,クミアイ
振れ	動詞,自立,*,*,一段,命令k,振れる,フレ,フレ
来れ	動詞,自立,*,*,一段,命令k,来れる,コレ,コレ
おせ	動詞,自立,*,*,一段,命令k,おせる,オセ,オセ
ほかし	動詞,自立,*,*,五段・サ行,命令k,ほかす,ホカシ,ホカシ
つぶれ	動詞,自立,*,*,一段,命令k,つぶれる,ツブレ,ツブレ
あい	動詞,自立,*,*,五段・ワ行促音便,命令k,あう,アイ,アイ
だれ	動詞,自立,*,*,一段,命令k,だれる,ダレ,ダレ
振り返り	動詞,自立,*,*,五段・ラ行,命令k,振り返る,フリカエリ,フリカエリ
はね	動詞,自立,*,*,一段,命令k,はねる,ハネ,ハネ
直せ	動詞,自立,*,*,一段,命令k,直せる,ナオセ,ナオセ
いたし	動詞,自立,*,*,五段・サ行,命令k,いたす,イタシ,イタシ
かけ	動詞,非自立,*,*,一段,命令k,かける,カケ,カケ
見い	動詞,自立,*,*,一段,命令k,見る,ミイ,ミー
みい	動詞,自立,*,*,一段,命令k,みる,ミイ,ミー
み	動詞,自立,*,*,一段,命令k,みる,ミ,ミ
見い	動詞,非自立,*,*,一段,命令k,見る,ミイ,ミー
みい	動詞,非自立,*,*,一段,命令k,みる,ミイ,ミー
み	動詞,非自立,*,*,一段,命令k,みる,ミ,ミ
訛り	動詞,自立,*,*,五段・ラ行,命令k,訛る,ナマリ,ナマリ
押し付け	動詞,自立,*,*,一段,命令k,押し付ける,オシツケ,オシツケ
どうけ	動詞,自立,*,*,一段,命令k,どうける,ドウケ,ドーケ
被れ	動詞,自立,*,*,一段,命令k,被れる,カブレ,カブレ
甘え	動詞,自立,*,*,一段,命令k,甘える,アマエ,アマエ
延ばし	動詞,自立,*,*,五段・サ行,命令k,延ばす,ノバシ,ノバシ
こだわり	動詞,自立,*,*,五段・ラ行,命令k,こだわる,コダワリ,コダワリ
痺れ	動詞,自立,*,*,一段,命令k,痺れる,シビレ,シビレ
保ち	動詞,自立,*,*,五段・タ行,命令k,保つ,タモチ,タモチ
張りつめ	動詞,自立,*,*,一段,命令k,張りつめる,ハリツメ,ハリツメ
打ち込み	動詞,自立,*,*,五段・マ行,命令k,打ち込む,ウチコミ,ウチコミ
のせ	動詞,自立,*,*,一段,命令k,のせる,ノセ,ノセ
もらい	動詞,自立,*,*,五段・ワ行促音便,命令k,もらう,モライ,モライ
請け合い	動詞,自立,*,*,五段・ワ行促音便,命令k,請け合う,ウケアイ,ウケアイ
まくり	動詞,非自立,*,*,五段・ラ行,命令k,まくる,マクリ,マクリ
アテ	動詞,自立,*,*,一段,命令k,アテる,アテ,アテ
けあげ	動詞,自立,*,*,一段,命令k,けあげる,ケアゲ,ケアゲ
張れ	動詞,自立,*,*,一段,命令k,張れる,ハレ,ハレ
たり	動詞,自立,*,*,五段・ラ行,命令k,たる,タリ,タリ
かえ	動詞,自立,*,*,一段,命令k,かえる,カエ,カエ
走り出し	動詞,自立,*,*,五段・サ行,命令k,走り出す,ハシリダシ,ハシリダシ
漕ぎ	動詞,自立,*,*,五段・ガ行,命令k,漕ぐ,コギ,コギ
しみ	動詞,自立,*,*,一段,命令k,しみる,シミ,シミ
誇れ	動詞,自立,*,*,一段,命令k,誇れる,ホコレ,ホコレ
かいし	動詞,自立,*,*,五段・サ行,命令k,かいす,カイシ,カイシ
踏んづけ	動詞,自立,*,*,一段,命令k,踏んづける,フンヅケ,フンズケ
炒め	動詞,自立,*,*,一段,命令k,炒める,イタメ,イタメ
受け止め	動詞,自立,*,*,一段,命令k,受け止める,ウケトメ,ウケトメ
消し	動詞,自立,*,*,五段・サ行,命令k,消す,ケシ,ケシ
見積もり	動詞,自立,*,*,五段・ラ行,命令k,見積もる,ミツモリ,ミツモリ
招き	動詞,自立,*,*,五段・カ行イ音便,命令k,招く,マネキ,マネキ
曲げ	動詞,自立,*,*,一段,命令k,曲げる,マゲ,マゲ
通い	動詞,自立,*,*,五段・ワ行促音便,命令k,通う,カヨイ,カヨイ
組み	動詞,自立,*,*,五段・マ行,命令k,組む,クミ,クミ
殴り	動詞,自立,*,*,五段・ラ行,命令k,殴る,ナグリ,ナグリ
きき	動詞,自立,*,*,五段・カ行イ音便,命令k,きく,キキ,キキ
飛び越え	動詞,自立,*,*,一段,命令k,飛び越える,トビコエ,トビコエ
まけ	動詞,自立,*,*,一段,命令k,まける,マケ,マケ
いせ	動詞,自立,*,*,一段,命令k,いせる,イセ,イセ
やすみ	動詞,自立,*,*,五段・マ行,命令k,やすむ,ヤスミ,ヤスミ
済まし	動詞,自立,*,*,五段・サ行,命令k,済ます,スマシ,スマシ
見過ごし	動詞,自立,*,*,五段・サ行,命令k,見過ごす,ミスゴシ,ミスゴシ
想い	動詞,自立,*,*,五段・ワ行ウ音便,命令k,想う,オモイ,オモイ
勧め	動詞,自立,*,*,一段,命令k,勧める,ススメ,ススメ
画き	動詞,自立,*,*,五段・カ行イ音便,命令k,画く,エガキ,エガキ
たむけ	動詞,自立,*,*,一段,命令k,たむける,タムケ,タムケ
旅立ち	動詞,自立,*,*,五段・タ行,命令k,旅立つ,タビダチ,タビダチ
踏み	動詞,自立,*,*,五段・マ行,命令k,踏む,フミ,フミ
移り変わり	動詞,自立,*,*,五段・ラ行,命令k,移り変わる,ウツリカワリ,ウツリカワリ
たげ	動詞,非自立,*,*,一段,命令k,たげる,タゲ,タゲ
おけ	動詞,自立,*,*,一段,命令k,おける,オケ,オケ
いなし	動詞,自立,*,*,五段・サ行,命令k,いなす,イナシ,イナシ
かし	動詞,自立,*,*,五段・サ行,命令k,かす,カシ,カシ
経ち	動詞,自立,*,*,五段・タ行,命令k,経つ,タチ,タチ
うねり	動詞,自立,*,*,五段・ラ行,命令k,うねる,ウネリ,ウネリ
引き合い	動詞,自立,*,*,五段・ワ行促音便,命令k,引き合う,ヒキアイ,ヒキアイ
終え	動詞,非自立,*,*,一段,命令k,終える,オエ,オエ
食い	動詞,自立,*,*,五段・ワ行ウ音便,命令k,食う,クイ,クイ
なじみ	動詞,自立,*,*,五段・マ行,命令k,なじむ,ナジミ,ナジミ
建て直し	動詞,自立,*,*,五段・サ行,命令k,建て直す,タテナオシ,タテナオシ
足し	動詞,自立,*,*,五段・サ行,命令k,足す,タシ,タシ
行き着け	動詞,自立,*,*,一段,命令k,行き着ける,ユキツケ,ユキツケ
行き着け	動詞,自立,*,*,一段,命令k,行き着ける,イキツケ,イキツケ
わかり	動詞,自立,*,*,五段・ラ行,命令k,わかる,ワカリ,ワカリ
くくり	動詞,自立,*,*,五段・ラ行,命令k,くくる,ククリ,ククリ
つくり	動詞,自立,*,*,五段・ラ行,命令k,つくる,ツクリ,ツクリ
取り壊し	動詞,自立,*,*,五段・サ行,命令k,取り壊す,トリコワシ,トリコワシ
つげ	動詞,自立,*,*,一段,命令k,つげる,ツゲ,ツゲ
くされ	動詞,自立,*,*,一段,命令k,くされる,クサレ,クサレ
死ね	動詞,自立,*,*,一段,命令k,死ねる,シネ,シネ
ながれ	動詞,自立,*,*,一段,命令k,ながれる,ナガレ,ナガレ
継ぎ	動詞,自立,*,*,五段・ガ行,命令k,継ぐ,ツギ,ツギ
勤め	動詞,自立,*,*,一段,命令k,勤める,ツトメ,ツトメ
終わらし	動詞,自立,*,*,五段・サ行,命令k,終わらす,オワラシ,オワラシ
なくし	動詞,自立,*,*,五段・サ行,命令k,なくす,ナクシ,ナクシ
送れ	動詞,自立,*,*,一段,命令k,送れる,オクレ,オクレ
付け	動詞,自立,*,*,一段,命令k,付ける,ツケ,ツケ
伸べ	動詞,自立,*,*,一段,命令k,伸べる,ノベ,ノベ
混ぜ合わせ	動詞,自立,*,*,一段,命令k,混ぜ合わせる,マゼアワセ,マゼアワセ
つれ	動詞,自立,*,*,一段,命令k,つれる,ツレ,ツレ
立て直し	動詞,自立,*,*,五段・サ行,命令k,立て直す,タテナオシ,タテナオシ
ビビり	動詞,自立,*,*,五段・ラ行,命令k,ビビる,ビビリ,ビビリ
くい	動詞,自立,*,*,五段・ワ行促音便,命令k,くう,クイ,クイ
与え	動詞,自立,*,*,一段,命令k,与える,アタエ,アタエ
だらけ	動詞,自立,*,*,一段,命令k,だらける,ダラケ,ダラケ
和み	動詞,自立,*,*,五段・マ行,命令k,和む,ナゴミ,ナゴミ
くらし	動詞,自立,*,*,五段・サ行,命令k,くらす,クラシ,クラシ
つかり	動詞,自立,*,*,五段・ラ行,命令k,つかる,ツカリ,ツカリ
抜かし	動詞,自立,*,*,五段・サ行,命令k,抜かす,ヌカシ,ヌカシ
飛び降り	動詞,自立,*,*,一段,命令k,飛び降りる,トビオリ,トビオリ
せかせ	動詞,自立,*,*,一段,命令k,せかせる,セカセ,セカセ
減らし	動詞,自立,*,*,五段・サ行,命令k,減らす,ヘラシ,ヘラシ
あて	動詞,自立,*,*,一段,命令k,あてる,アテ,アテ
さき	動詞,自立,*,*,五段・カ行イ音便,命令k,さく,サキ,サキ
飾り付け	動詞,自立,*,*,一段,命令k,飾り付ける,カザリツケ,カザリツケ
ばけ	動詞,自立,*,*,一段,命令k,ばける,バケ,バケ
居残り	動詞,自立,*,*,五段・ラ行,命令k,居残る,イノコリ,イノコリ
たび	動詞,自立,*,*,四段・バ行,命令k,たぶ,タビ,タビ
賄い	動詞,自立,*,*,五段・ワ行促音便,命令k,賄う,マカナイ,マカナイ
賭け	動詞,自立,*,*,一段,命令k,賭ける,カケ,カケ
事足り	動詞,自立,*,*,五段・ラ行,命令k,事足る,コトタリ,コトタリ
成し	動詞,自立,*,*,五段・サ行,命令k,成す,ナシ,ナシ
はらえ	動詞,自立,*,*,一段,命令k,はらえる,ハラエ,ハラエ
思い出せ	動詞,自立,*,*,一段,命令k,思い出せる,オモイダセ,オモイダセ
くらい	動詞,自立,*,*,五段・ワ行促音便,命令k,くらう,クライ,クライ
たくし	動詞,自立,*,*,五段・サ行,命令k,たくす,タクシ,タクシ
押し出し	動詞,自立,*,*,五段・サ行,命令k,押し出す,オシダシ,オシダシ
がいし	動詞,自立,*,*,五段・サ行,命令k,がいす,ガイシ,ガイシ
出かけ	動詞,自立,*,*,一段,命令k,出かける,デカケ,デカケ
頑張り	動詞,自立,*,*,五段・ラ行,命令k,頑張る,ガンバリ,ガンバリ
おごり	動詞,自立,*,*,五段・ラ行,命令k,おごる,オゴリ,オゴリ
でばり	動詞,自立,*,*,五段・ラ行,命令k,でばる,デバリ,デバリ
担い	動詞,自立,*,*,五段・ワ行促音便,命令k,担う,ニナイ,ニナイ
まかない	動詞,自立,*,*,五段・ワ行促音便,命令k,まかなう,マカナイ,マカナイ
読み	動詞,自立,*,*,五段・マ行,命令k,読む,ヨミ,ヨミ
受け入れ	動詞,自立,*,*,一段,命令k,受け入れる,ウケイレ,ウケイレ
儲け	動詞,自立,*,*,一段,命令k,儲ける,モウケ,モーケ
立てかけ	動詞,自立,*,*,一段,命令k,立てかける,タテカケ,タテカケ
取り上げ	動詞,自立,*,*,一段,命令k,取り上げる,トリアゲ,トリアゲ
洒落	動詞,自立,*,*,一段,命令k,洒落る,シャレ,シャレ
しね	動詞,自立,*,*,一段,命令k,しねる,シネ,シネ
雇い	動詞,自立,*,*,五段・ワ行促音便,命令k,雇う,ヤトイ,ヤトイ
したい	動詞,自立,*,*,五段・ワ行促音便,命令k,したう,シタイ,シタイ
起き	動詞,自立,*,*,一段,命令k,起きる,オキ,オキ
訳し	動詞,自立,*,*,五段・サ行,命令k,訳す,ヤクシ,ヤクシ
住み込み	動詞,自立,*,*,五段・マ行,命令k,住み込む,スミコミ,スミコミ
荒れ	動詞,自立,*,*,一段,命令k,荒れる,アレ,アレ
なまけ	動詞,自立,*,*,一段,命令k,なまける,ナマケ,ナマケ
寝かしつけ	動詞,自立,*,*,一段,命令k,寝かしつける,ネカシツケ,ネカシツケ
ちゃい	動詞,自立,*,*,五段・ワ行促音便,命令k,ちゃう,チャイ,チャイ
宿り	動詞,自立,*,*,五段・ラ行,命令k,宿る,ヤドリ,ヤドリ
登れ	動詞,自立,*,*,一段,命令k,登れる,ノボレ,ノボレ
うつし	動詞,自立,*,*,五段・サ行,命令k,うつす,ウツシ,ウツシ
裏切り	動詞,自立,*,*,五段・ラ行,命令k,裏切る,ウラギリ,ウラギリ
習わせ	動詞,自立,*,*,一段,命令k,習わせる,ナラワセ,ナラワセ
ばて	動詞,自立,*,*,一段,命令k,ばてる,バテ,バテ
いき	動詞,自立,*,*,五段・カ行促音便,命令k,いく,イキ,イキ
はしゃぎ	動詞,自立,*,*,五段・ガ行,命令k,はしゃぐ,ハシャギ,ハシャギ
とい	動詞,自立,*,*,五段・ワ行促音便,命令k,とう,トイ,トイ
まくれ	動詞,自立,*,*,一段,命令k,まくれる,マクレ,マクレ
控え	動詞,自立,*,*,一段,命令k,控える,ヒカエ,ヒカエ
慌て	動詞,自立,*,*,一段,命令k,慌てる,アワテ,アワテ
潰れ	動詞,自立,*,*,一段,命令k,潰れる,ツブレ,ツブレ
まちがい	動詞,自立,*,*,五段・ワ行促音便,命令k,まちがう,マチガイ,マチガイ
あせ	動詞,自立,*,*,一段,命令k,あせる,アセ,アセ
笑わせ	動詞,自立,*,*,一段,命令k,笑わせる,ワラワセ,ワラワセ
帰し	動詞,自立,*,*,五段・サ行,命令k,帰す,キシ,キシ
帰し	動詞,自立,*,*,五段・サ行,命令k,帰す,カエシ,カエシ
言い表せ	動詞,自立,*,*,一段,命令k,言い表せる,イイアラワセ,イーアラワセ
せめ	動詞,自立,*,*,一段,命令k,せめる,セメ,セメ
やみ	動詞,自立,*,*,五段・マ行,命令k,やむ,ヤミ,ヤミ
見渡せ	動詞,自立,*,*,一段,命令k,見渡せる,ミワタセ,ミワタセ
かんがえ	動詞,自立,*,*,一段,命令k,かんがえる,カンガエ,カンガエ
うたがい	動詞,自立,*,*,五段・ワ行促音便,命令k,うたがう,ウタガイ,ウタガイ
返せ	動詞,自立,*,*,一段,命令k,返せる,カエセ,カエセ
まわり	動詞,非自立,*,*,五段・ラ行,命令k,まわる,マワリ,マワリ
果て	動詞,自立,*,*,一段,命令k,果てる,ハテ,ハテ
移せ	動詞,自立,*,*,一段,命令k,移せる,ウツセ,ウツセ
当てはめ	動詞,自立,*,*,一段,命令k,当てはめる,アテハメ,アテハメ
ため	動詞,自立,*,*,一段,命令k,ためる,タメ,タメ
追い	動詞,自立,*,*,五段・ワ行促音便,命令k,追う,オイ,オイ
隠し	動詞,自立,*,*,五段・サ行,命令k,隠す,カクシ,カクシ
いただき	動詞,自立,*,*,五段・カ行イ音便,命令k,いただく,イタダキ,イタダキ
尋ね	動詞,自立,*,*,一段,命令k,尋ねる,タズネ,タズネ
かび	動詞,自立,*,*,一段,命令k,かびる,カビ,カビ
香り	動詞,自立,*,*,五段・ラ行,命令k,香る,カオリ,カオリ
ひっぱり	動詞,自立,*,*,五段・ラ行,命令k,ひっぱる,ヒッパリ,ヒッパリ
用い	動詞,自立,*,*,一段,命令k,用いる,モチイ,モチイ
目指し	動詞,自立,*,*,五段・サ行,命令k,目指す,メザシ,メザシ
惑い	動詞,自立,*,*,五段・ワ行促音便,命令k,惑う,マドイ,マドイ
ならい	動詞,自立,*,*,五段・ワ行促音便,命令k,ならう,ナライ,ナライ
かち	動詞,自立,*,*,五段・タ行,命令k,かつ,カチ,カチ
くずし	動詞,自立,*,*,五段・サ行,命令k,くずす,クズシ,クズシ
悩み	動詞,自立,*,*,五段・マ行,命令k,悩む,ナヤミ,ナヤミ
とげ	動詞,自立,*,*,一段,命令k,とげる,トゲ,トゲ
勝り	動詞,自立,*,*,五段・ラ行,命令k,勝る,マサリ,マサリ
惹き	動詞,自立,*,*,五段・カ行イ音便,命令k,惹く,ヒキ,ヒキ
きらし	動詞,自立,*,*,五段・サ行,命令k,きらす,キラシ,キラシ
かがし	動詞,自立,*,*,五段・サ行,命令k,かがす,カガシ,カガシ
暮らし	動詞,自立,*,*,五段・サ行,命令k,暮らす,クラシ,クラシ
混じり	動詞,自立,*,*,五段・ラ行,命令k,混じる,マジリ,マジリ
はじまり	動詞,自立,*,*,五段・ラ行,命令k,はじまる,ハジマリ,ハジマリ
まぎれ	動詞,自立,*,*,一段,命令k,まぎれる,マギレ,マギレ
ひねくれ	動詞,自立,*,*,一段,命令k,ひねくれる,ヒネクレ,ヒネクレ
消え	動詞,自立,*,*,一段,命令k,消える,キエ,キエ
習い	動詞,自立,*,*,五段・ワ行促音便,命令k,習う,ナライ,ナライ
たいし	動詞,自立,*,*,五段・サ行,命令k,たいす,タイシ,タイシ
湧き	動詞,自立,*,*,五段・カ行イ音便,命令k,湧く,ワキ,ワキ
コケ	動詞,自立,*,*,一段,命令k,コケる,コケ,コケ
溺れ	動詞,自立,*,*,一段,命令k,溺れる,オボレ,オボレ
傷つけ	動詞,自立,*,*,一段,命令k,傷つける,キズツケ,キズツケ
たり	動詞,非自立,*,*,五段・ラ行,命令k,たる,タリ,タリ
笑われ	動詞,自立,*,*,一段,命令k,笑われる,ワラワレ,ワラワレ
作り直し	動詞,自立,*,*,五段・サ行,命令k,作り直す,ツクリナオシ,ツクリナオシ
眺め	動詞,自立,*,*,一段,命令k,眺める,ナガメ,ナガメ
いなみ	動詞,自立,*,*,五段・マ行,命令k,いなむ,イナミ,イナミ
てき	動詞,非自立,*,*,五段・カ行促音便,命令k,てく,テキ,テキ
持ち回り	動詞,自立,*,*,五段・ラ行,命令k,持ち回る,モチマワリ,モチマワリ
バレ	動詞,自立,*,*,一段,命令k,バレる,バレ,バレ
ゆり	動詞,自立,*,*,五段・ラ行,命令k,ゆる,ユリ,ユリ
めざし	動詞,自立,*,*,五段・サ行,命令k,めざす,メザシ,メザシ
追い詰め	動詞,自立,*,*,一段,命令k,追い詰める,オイツメ,オイツメ
戸惑い	動詞,自立,*,*,五段・ワ行促音便,命令k,戸惑う,トマドイ,トマドイ
浮かし	動詞,自立,*,*,五段・サ行,命令k,浮かす,ウカシ,ウカシ
からみ	動詞,自立,*,*,五段・マ行,命令k,からむ,カラミ,カラミ
混じ	動詞,自立,*,*,一段,命令k,混じる,コンジ,コンジ
付け足し	動詞,自立,*,*,五段・サ行,命令k,付け足す,ツケタシ,ツケタシ
跳び	動詞,自立,*,*,五段・バ行,命令k,跳ぶ,トビ,トビ
つぶり	動詞,自立,*,*,五段・ラ行,命令k,つぶる,ツブリ,ツブリ
なだめ	動詞,自立,*,*,一段,命令k,なだめる,ナダメ,ナダメ
知り	動詞,自立,*,*,五段・ラ行,命令k,知る,シリ,シリ
かかれ	動詞,自立,*,*,一段,命令k,かかれる,カカレ,カカレ
笑わし	動詞,自立,*,*,五段・サ行,命令k,笑わす,ワラワシ,ワラワシ
借り	動詞,自立,*,*,五段・ラ行,命令k,借る,カリ,カリ
つまみ	動詞,自立,*,*,五段・マ行,命令k,つまむ,ツマミ,ツマミ
見通し	動詞,自立,*,*,五段・サ行,命令k,見通す,ミトオシ,ミトオシ
片付け	動詞,自立,*,*,一段,命令k,片付ける,カタヅケ,カタズケ
終え	動詞,自立,*,*,一段,命令k,終える,オエ,オエ
こわし	動詞,自立,*,*,五段・サ行,命令k,こわす,コワシ,コワシ
押し込み	動詞,自立,*,*,五段・マ行,命令k,押し込む,オシコミ,オシコミ
かて	動詞,自立,*,*,一段,命令k,かてる,カテ,カテ
思え	動詞,自立,*,*,一段,命令k,思える,オモエ,オモエ
割り切れ	動詞,自立,*,*,一段,命令k,割り切れる,ワリキレ,ワリキレ
しき	動詞,自立,*,*,五段・カ行イ音便,命令k,しく,シキ,シキ
かすり	動詞,自立,*,*,五段・ラ行,命令k,かする,カスリ,カスリ
ほめ	動詞,自立,*,*,一段,命令k,ほめる,ホメ,ホメ
わき	動詞,自立,*,*,五段・カ行イ音便,命令k,わく,ワキ,ワキ
