引き込みゃ	動詞,自立,*,*,五段・マ行,基本縮約,引き込む,ヒキコミャ,ヒキコミャ
吸い寄せっ	動詞,自立,*,*,一段,基本縮約,吸い寄せる,スイヨセッ,スイヨセッ
せぐくまっ	動詞,自立,*,*,五段・ラ行,基本縮約,せぐくまる,セグクマッ,セグクマッ
よえっ	動詞,自立,*,*,一段,基本縮約,よえる,ヨエッ,ヨエッ
阻めっ	動詞,自立,*,*,一段,基本縮約,阻める,ハバメッ,ハバメッ
くるわしゃ	動詞,自立,*,*,五段・サ行,基本縮約,くるわす,クルワシャ,クルワシャ
わすれさっ	動詞,自立,*,*,五段・ラ行,基本縮約,わすれさる,ワスレサッ,ワスレサッ
隠っ	動詞,自立,*,*,五段・ラ行,基本縮約,隠る,コモッ,コモッ
おもいのこしゃ	動詞,自立,*,*,五段・サ行,基本縮約,おもいのこす,オモイノコシャ,オモイノコシャ
探し出せっ	動詞,自立,*,*,一段,基本縮約,探し出せる,サガシダセッ,サガシダセッ
成さがっ	動詞,自立,*,*,五段・ラ行,基本縮約,成さがる,ナリサガッ,ナリサガッ
およげっ	動詞,自立,*,*,一段,基本縮約,およげる,オヨゲッ,オヨゲッ
引き換えっ	動詞,自立,*,*,一段,基本縮約,引き換える,ヒキカエッ,ヒキカエッ
引き離せっ	動詞,自立,*,*,一段,基本縮約,引き離せる,ヒキハナセッ,ヒキハナセッ
さえわたっ	動詞,自立,*,*,五段・ラ行,基本縮約,さえわたる,サエワタッ,サエワタッ
抱き起こせっ	動詞,自立,*,*,一段,基本縮約,抱き起こせる,ダキオコセッ,ダキオコセッ
むち打ちゃ	動詞,自立,*,*,五段・タ行,基本縮約,むち打つ,ムチウチャ,ムチウチャ
しょげかえっ	動詞,自立,*,*,五段・ラ行,基本縮約,しょげかえる,ショゲカエッ,ショゲカエッ
取り調べっ	動詞,自立,*,*,一段,基本縮約,取り調べる,トリシラベッ,トリシラベッ
捕われっ	動詞,自立,*,*,一段,基本縮約,捕われる,トラワレッ,トラワレッ
なっ	動詞,自立,*,*,五段・ラ行,基本縮約,なる,ナッ,ナッ
ふししずみゃ	動詞,自立,*,*,五段・マ行,基本縮約,ふししずむ,フシシズミャ,フシシズミャ
寂すっ	動詞,自立,*,*,サ変・−スル,基本縮約,寂する,ジャクスッ,ジャクスッ
取り持ちゃ	動詞,自立,*,*,五段・タ行,基本縮約,取り持つ,トリモチャ,トリモチャ
おもいあたっ	動詞,自立,*,*,五段・ラ行,基本縮約,おもいあたる,オモイアタッ,オモイアタッ
語りかけっ	動詞,自立,*,*,一段,基本縮約,語りかける,カタリカケッ,カタリカケッ
引っ越せっ	動詞,自立,*,*,一段,基本縮約,引っ越せる,ヒッコセッ,ヒッコセッ
おもいなしゃ	動詞,自立,*,*,五段・サ行,基本縮約,おもいなす,オモイナシャ,オモイナシャ
けしゃ	動詞,自立,*,*,五段・サ行,基本縮約,けす,ケシャ,ケシャ
ぎらつきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,ぎらつく,ギラツキャ,ギラツキャ
きりくみゃ	動詞,自立,*,*,五段・マ行,基本縮約,きりくむ,キリクミャ,キリクミャ
刻めっ	動詞,自立,*,*,一段,基本縮約,刻める,キザメッ,キザメッ
世ばなれっ	動詞,自立,*,*,一段,基本縮約,世ばなれる,ヨバナレッ,ヨバナレッ
ひっくくっ	動詞,自立,*,*,五段・ラ行,基本縮約,ひっくくる,ヒッククッ,ヒッククッ
そぼぬれっ	動詞,自立,*,*,一段,基本縮約,そぼぬれる,ソボヌレッ,ソボヌレッ
教え諭しゃ	動詞,自立,*,*,五段・サ行,基本縮約,教え諭す,オシエサトシャ,オシエサトシャ
織り込めっ	動詞,自立,*,*,一段,基本縮約,織り込める,オリコメッ,オリコメッ
仰け反っ	動詞,自立,*,*,五段・ラ行,基本縮約,仰け反る,ノケゾッ,ノケゾッ
けがれっ	動詞,自立,*,*,一段,基本縮約,けがれる,ケガレッ,ケガレッ
聞漏らしゃ	動詞,自立,*,*,五段・サ行,基本縮約,聞漏らす,キキモラシャ,キキモラシャ
あざけっ	動詞,自立,*,*,五段・ラ行,基本縮約,あざける,アザケッ,アザケッ
引っ括めっ	動詞,自立,*,*,一段,基本縮約,引っ括める,ヒックルメッ,ヒックルメッ
ひょうげっ	動詞,自立,*,*,一段,基本縮約,ひょうげる,ヒョウゲッ,ヒョーゲッ
ひょうげっ	動詞,自立,*,*,一段,基本縮約,ひょうげる,ヒョウゲッ,ヒョウゲッ
延べっ	動詞,自立,*,*,一段,基本縮約,延べる,ノベッ,ノベッ
かけ隔てっ	動詞,自立,*,*,一段,基本縮約,かけ隔てる,カケヘダテッ,カケヘダテッ
播きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,播く,マキャ,マキャ
かすめ取っ	動詞,自立,*,*,五段・ラ行,基本縮約,かすめ取る,カスメトッ,カスメトッ
くだしゃ	動詞,自立,*,*,五段・サ行,基本縮約,くだす,クダシャ,クダシャ
角立ちゃ	動詞,自立,*,*,五段・タ行,基本縮約,角立つ,カドダチャ,カドダチャ
ほこっ	動詞,自立,*,*,五段・ラ行,基本縮約,ほこる,ホコッ,ホコッ
芽ぶきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,芽ぶく,メブキャ,メブキャ
疲れはてっ	動詞,自立,*,*,一段,基本縮約,疲れはてる,ツカレハテッ,ツカレハテッ
くわわっ	動詞,自立,*,*,五段・ラ行,基本縮約,くわわる,クワワッ,クワワッ
追い付きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,追い付く,オイツキャ,オイツキャ
差し上っ	動詞,自立,*,*,五段・ラ行,基本縮約,差し上る,サシノボッ,サシノボッ
踏ん切っ	動詞,自立,*,*,五段・ラ行,基本縮約,踏ん切る,フンギッ,フンギッ
ぬきはなちゃ	動詞,自立,*,*,五段・タ行,基本縮約,ぬきはなつ,ヌキハナチャ,ヌキハナチャ
言い付けっ	動詞,自立,*,*,一段,基本縮約,言い付ける,イイツケッ,イーツケッ
そよ吹きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,そよ吹く,ソヨフキャ,ソヨフキャ
ぼっ	動詞,自立,*,*,五段・ラ行,基本縮約,ぼる,ボッ,ボッ
蹲っ	動詞,自立,*,*,五段・ラ行,基本縮約,蹲る,ウズクマッ,ウズクマッ
繰下げっ	動詞,自立,*,*,一段,基本縮約,繰下げる,クリサゲッ,クリサゲッ
率いっ	動詞,自立,*,*,一段,基本縮約,率いる,ヒキイッ,ヒキイッ
化かしゃ	動詞,自立,*,*,五段・サ行,基本縮約,化かす,バカシャ,バカシャ
労すっ	動詞,自立,*,*,サ変・−スル,基本縮約,労する,ロウスッ,ロースッ
持ちかえれっ	動詞,自立,*,*,一段,基本縮約,持ちかえれる,モチカエレッ,モチカエレッ
つぎたしゃ	動詞,自立,*,*,五段・サ行,基本縮約,つぎたす,ツギタシャ,ツギタシャ
住成しゃ	動詞,自立,*,*,五段・サ行,基本縮約,住成す,スミナシャ,スミナシャ
締切っ	動詞,自立,*,*,五段・ラ行,基本縮約,締切る,シメキッ,シメキッ
挙がっ	動詞,自立,*,*,五段・ラ行,基本縮約,挙がる,アガッ,アガッ
突っぱっ	動詞,自立,*,*,五段・ラ行,基本縮約,突っぱる,ツッパッ,ツッパッ
出歩けっ	動詞,自立,*,*,一段,基本縮約,出歩ける,デアルケッ,デアルケッ
せっ	動詞,自立,*,*,五段・ラ行,基本縮約,せる,セッ,セッ
躙り寄っ	動詞,自立,*,*,五段・ラ行,基本縮約,躙り寄る,ニジリヨッ,ニジリヨッ
排しゃ	動詞,自立,*,*,五段・サ行,基本縮約,排す,ハイシャ,ハイシャ
飲み潰しゃ	動詞,自立,*,*,五段・サ行,基本縮約,飲み潰す,ノミツブシャ,ノミツブシャ
迎えっ	動詞,自立,*,*,一段,基本縮約,迎える,ムカエッ,ムカエッ
参らしゃ	動詞,自立,*,*,五段・サ行,基本縮約,参らす,マイラシャ,マイラシャ
張りつきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,張りつく,ハリツキャ,ハリツキャ
にげまわっ	動詞,自立,*,*,五段・ラ行,基本縮約,にげまわる,ニゲマワッ,ニゲマワッ
押掛けっ	動詞,自立,*,*,一段,基本縮約,押掛ける,オシカケッ,オシカケッ
掻き集めっ	動詞,自立,*,*,一段,基本縮約,掻き集める,カキアツメッ,カキアツメッ
住みつびゃ	動詞,自立,*,*,五段・バ行,基本縮約,住みつぶ,スミツビャ,スミツビャ
妬みゃ	動詞,自立,*,*,五段・マ行,基本縮約,妬む,ネタミャ,ネタミャ
愁えっ	動詞,自立,*,*,一段,基本縮約,愁える,ウレエッ,ウレエッ
はりつめっ	動詞,自立,*,*,一段,基本縮約,はりつめる,ハリツメッ,ハリツメッ
追い立てっ	動詞,自立,*,*,一段,基本縮約,追い立てる,オイタテッ,オイタテッ
そりかえっ	動詞,自立,*,*,五段・ラ行,基本縮約,そりかえる,ソリカエッ,ソリカエッ
演ずっ	動詞,自立,*,*,サ変・−ズル,基本縮約,演ずる,エンズッ,エンズッ
取り立てっ	動詞,自立,*,*,一段,基本縮約,取り立てる,トリタテッ,トリタテッ
縁どっ	動詞,自立,*,*,五段・ラ行,基本縮約,縁どる,フチドッ,フチドッ
侍れっ	動詞,自立,*,*,一段,基本縮約,侍れる,ハベレッ,ハベレッ
飛び跳ねっ	動詞,自立,*,*,一段,基本縮約,飛び跳ねる,トビハネッ,トビハネッ
つかいこみゃ	動詞,自立,*,*,五段・マ行,基本縮約,つかいこむ,ツカイコミャ,ツカイコミャ
忌みゃ	動詞,自立,*,*,五段・マ行,基本縮約,忌む,イミャ,イミャ
ひとかわむけっ	動詞,自立,*,*,一段,基本縮約,ひとかわむける,ヒトカワムケッ,ヒトカワムケッ
くりよせっ	動詞,自立,*,*,一段,基本縮約,くりよせる,クリヨセッ,クリヨセッ
掛け離れっ	動詞,自立,*,*,一段,基本縮約,掛け離れる,カケハナレッ,カケハナレッ
立替えっ	動詞,自立,*,*,一段,基本縮約,立替える,タテカエッ,タテカエッ
蹴落しゃ	動詞,自立,*,*,五段・サ行,基本縮約,蹴落す,ケオトシャ,ケオトシャ
寝そべっ	動詞,自立,*,*,五段・ラ行,基本縮約,寝そべる,ネソベッ,ネソベッ
ひいでっ	動詞,自立,*,*,一段,基本縮約,ひいでる,ヒイデッ,ヒーデッ
ほりつけっ	動詞,自立,*,*,一段,基本縮約,ほりつける,ホリツケッ,ホリツケッ
もうしかねっ	動詞,自立,*,*,一段,基本縮約,もうしかねる,モウシカネッ,モーシカネッ
明るみゃ	動詞,自立,*,*,五段・マ行,基本縮約,明るむ,アカルミャ,アカルミャ
張詰めっ	動詞,自立,*,*,一段,基本縮約,張詰める,ハリツメッ,ハリツメッ
吸いこみゃ	動詞,自立,*,*,五段・マ行,基本縮約,吸いこむ,スイコミャ,スイコミャ
流れ着きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,流れ着く,ナガレツキャ,ナガレツキャ
降り懸っ	動詞,自立,*,*,五段・ラ行,基本縮約,降り懸る,フリカカッ,フリカカッ
植わっ	動詞,自立,*,*,五段・ラ行,基本縮約,植わる,ウワッ,ウワッ
追いやれっ	動詞,自立,*,*,一段,基本縮約,追いやれる,オイヤレッ,オイヤレッ
すり付けっ	動詞,自立,*,*,一段,基本縮約,すり付ける,スリツケッ,スリツケッ
乗りつけっ	動詞,自立,*,*,一段,基本縮約,乗りつける,ノリツケッ,ノリツケッ
飛あがっ	動詞,自立,*,*,五段・ラ行,基本縮約,飛あがる,トビアガッ,トビアガッ
いきおいづけっ	動詞,自立,*,*,一段,基本縮約,いきおいづける,イキオイヅケッ,イキオイズケッ
もどきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,もどく,モドキャ,モドキャ
うつむけっ	動詞,自立,*,*,一段,基本縮約,うつむける,ウツムケッ,ウツムケッ
かっきづきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,かっきづく,カッキヅキャ,カッキズキャ
取れっ	動詞,自立,*,*,一段,基本縮約,取れる,トレッ,トレッ
討ち果たしゃ	動詞,自立,*,*,五段・サ行,基本縮約,討ち果たす,ウチハタシャ,ウチハタシャ
まわしゃ	動詞,自立,*,*,五段・サ行,基本縮約,まわす,マワシャ,マワシャ
たちあがれっ	動詞,自立,*,*,一段,基本縮約,たちあがれる,タチアガレッ,タチアガレッ
取り毀しゃ	動詞,自立,*,*,五段・サ行,基本縮約,取り毀す,トリコワシャ,トリコワシャ
跡絶えっ	動詞,自立,*,*,一段,基本縮約,跡絶える,トダエッ,トダエッ
裏がえっ	動詞,自立,*,*,五段・ラ行,基本縮約,裏がえる,ウラガエッ,ウラガエッ
解明かしゃ	動詞,自立,*,*,五段・サ行,基本縮約,解明かす,トキアカシャ,トキアカシャ
加え持ちゃ	動詞,自立,*,*,五段・タ行,基本縮約,加え持つ,クワエモチャ,クワエモチャ
あてこめっ	動詞,自立,*,*,一段,基本縮約,あてこめる,アテコメッ,アテコメッ
せき立てっ	動詞,自立,*,*,一段,基本縮約,せき立てる,セキタテッ,セキタテッ
くちっ	動詞,自立,*,*,一段,基本縮約,くちる,クチッ,クチッ
きがえっ	動詞,自立,*,*,一段,基本縮約,きがえる,キガエッ,キガエッ
輝り返しゃ	動詞,自立,*,*,五段・サ行,基本縮約,輝り返す,テリカエシャ,テリカエシャ
じれっ	動詞,自立,*,*,一段,基本縮約,じれる,ジレッ,ジレッ
やっかみゃ	動詞,自立,*,*,五段・マ行,基本縮約,やっかむ,ヤッカミャ,ヤッカミャ
あそびまわれっ	動詞,自立,*,*,一段,基本縮約,あそびまわれる,アソビマワレッ,アソビマワレッ
書入れっ	動詞,自立,*,*,一段,基本縮約,書入れる,カキイレッ,カキイレッ
のり出しゃ	動詞,自立,*,*,五段・サ行,基本縮約,のり出す,ノリダシャ,ノリダシャ
あてはまっ	動詞,自立,*,*,五段・ラ行,基本縮約,あてはまる,アテハマッ,アテハマッ
ふえっ	動詞,自立,*,*,一段,基本縮約,ふえる,フエッ,フエッ
折れ曲がっ	動詞,自立,*,*,五段・ラ行,基本縮約,折れ曲がる,オレマガッ,オレマガッ
惜しみゃ	動詞,自立,*,*,五段・マ行,基本縮約,惜しむ,オシミャ,オシミャ
かきおくっ	動詞,自立,*,*,五段・ラ行,基本縮約,かきおくる,カキオクッ,カキオクッ
つきさせっ	動詞,自立,*,*,一段,基本縮約,つきさせる,ツキサセッ,ツキサセッ
ひりつきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,ひりつく,ヒリツキャ,ヒリツキャ
うかしゃ	動詞,自立,*,*,五段・サ行,基本縮約,うかす,ウカシャ,ウカシャ
薫ずっ	動詞,自立,*,*,サ変・−ズル,基本縮約,薫ずる,クンズッ,クンズッ
めしあげっ	動詞,自立,*,*,一段,基本縮約,めしあげる,メシアゲッ,メシアゲッ
ききかえしゃ	動詞,自立,*,*,五段・サ行,基本縮約,ききかえす,キキカエシャ,キキカエシャ
焼け出しゃ	動詞,自立,*,*,五段・サ行,基本縮約,焼け出す,ヤケダシャ,ヤケダシャ
掛けっ	動詞,自立,*,*,一段,基本縮約,掛ける,カケッ,カケッ
置忘れっ	動詞,自立,*,*,一段,基本縮約,置忘れる,オキワスレッ,オキワスレッ
筋ばっ	動詞,自立,*,*,五段・ラ行,基本縮約,筋ばる,スジバッ,スジバッ
浮腫みゃ	動詞,自立,*,*,五段・マ行,基本縮約,浮腫む,ムクミャ,ムクミャ
散らばっ	動詞,自立,*,*,五段・ラ行,基本縮約,散らばる,チラバッ,チラバッ
与すっ	動詞,自立,*,*,サ変・−スル,基本縮約,与する,クミスッ,クミスッ
負かっ	動詞,自立,*,*,五段・ラ行,基本縮約,負かる,マカッ,マカッ
願えっ	動詞,自立,*,*,一段,基本縮約,願える,ネガエッ,ネガエッ
重なっ	動詞,自立,*,*,五段・ラ行,基本縮約,重なる,カサナッ,カサナッ
弑すっ	動詞,自立,*,*,サ変・−スル,基本縮約,弑する,シイスッ,シイスッ
つんざきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,つんざく,ツンザキャ,ツンザキャ
読通しゃ	動詞,自立,*,*,五段・サ行,基本縮約,読通す,ヨミトオシャ,ヨミトーシャ
まるめこみゃ	動詞,自立,*,*,五段・マ行,基本縮約,まるめこむ,マルメコミャ,マルメコミャ
息張っ	動詞,自立,*,*,五段・ラ行,基本縮約,息張る,イキバッ,イキバッ
直っ	動詞,自立,*,*,五段・ラ行,基本縮約,直る,ナオッ,ナオッ
回り込みゃ	動詞,自立,*,*,五段・マ行,基本縮約,回り込む,マワリコミャ,マワリコミャ
つんのめっ	動詞,自立,*,*,五段・ラ行,基本縮約,つんのめる,ツンノメッ,ツンノメッ
おいしげっ	動詞,自立,*,*,五段・ラ行,基本縮約,おいしげる,オイシゲッ,オイシゲッ
屈みゃ	動詞,自立,*,*,五段・マ行,基本縮約,屈む,カガミャ,カガミャ
孵しゃ	動詞,自立,*,*,五段・サ行,基本縮約,孵す,カエシャ,カエシャ
取散らしゃ	動詞,自立,*,*,五段・サ行,基本縮約,取散らす,トリチラシャ,トリチラシャ
